Authors,Author Affiliations,Publication Year,Funding Information,Author Keywords,IEEE Terms
G. E. Spoorthi; S. Gorthi; R. K. S. S. Gorthi,"Department of Electrical Engineering, Indian Institute of Technology Tirupati, Tirupati, India; Department of Electrical Engineering, Indian Institute of Technology Tirupati, Tirupati, India; Department of Electrical Engineering, Indian Institute of Technology Tirupati, Tirupati, India",2019,,Decoder;deep convolutional neural network;encoder;phase unwrapping;semantic segmentation,Training;Decoding;Signal processing algorithms;Semantics;Matlab;Shape
W. Ji; C. Ren; L. Qiu,"University of Science and Technology of China, Hefei, Anhui, CN; University of California Davis, Davis, CA, US; University of Science and Technology of China, Hefei, Anhui, CN",2019,National Natural Science Foundation of China(grant numbers:61672484); ,Massive MIMO;common sparsity;common cluster;channel estimation;Bayesian compressive sensing,Channel estimation;Downlink;Bayes methods;MIMO communication;OFDM;Antenna arrays;Signal processing algorithms
S. Tomic; M. Beko,"ISR/IST, LARSyS, Universidade de Lisboa, Lisbon, Portugal; CTS/UNINOVA, Caparica, Portugal",2019,Fundação para a Ciência e a Tecnologia(grant numbers:UID/EEA/00066/2013); foRESTER(grant numbers:PCIF/SSI/0102/2017); FCT(grant numbers:IF/00325/2015); ,Robust localization;non-line-of-sight (NLOS);received signal strenght (RSS);time of arrival (TOA);generalized trust region sub-problem (GTRS),Upper bound;Probability density function;Maximum likelihood estimation;Data mining;Signal processing algorithms;Loss measurement
Y. Chen; W. Wang; Z. Wang; B. Xia,"Department of Information Science and Engineering, Changzhou University, Changzhou, China; Department of Electrical and Electronic Engineering, University of Surrey, Surrey, U.K.; Media Lab, Huawei Technologies Co., Ltd., Beijing, China; Media Lab, Huawei Technologies Co., Ltd., Beijing, China",2019,National Natural Science Foundation of China(grant numbers:61501061); State Key Laboratory of Ocean Engineering (Shanghai Jiao Tong University)(grant numbers:1316); Huawei Technology Ltd.; ,Source counting;AVS;DOA histogram;OMP,Histograms;Mathematical model;Direction-of-arrival estimation;Shape;Clustering algorithms;Estimation;Acoustics
P. Lara; F. Igreja; L. D. T. J. Tarrataca; D. B. Haddad; M. R. Petraglia,"Centro Federal de Educação Tecnológica Celso Suckow da Fonseca, Rio de Janeiro, Brazil; Centro Federal de Educação Tecnológica Celso Suckow da Fonseca, Rio de Janeiro, Brazil; Centro Federal de Educação Tecnológica Celso Suckow da Fonseca, Rio de Janeiro, Brazil; Centro Federal de Educação Tecnológica Celso Suckow da Fonseca, Rio de Janeiro, Brazil; Program of Electrical Engineering, Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia, Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brazil",2019,National Council for Scientific and Technological Development; Carlos Chagas Filho Foundation for Research Support in the State of Rio de Janeiro; Coordination for the Improvement of Higher Education Personnel; ,Adaptive filtering;variable step size;exact expectation analysis,Mathematical model;Convergence;Adaptive algorithms;Steady-state;Noise measurement;Correlation;Computational modeling
H. Chen; X. He; C. An; T. Q. Nguyen,"College of Electronics and Information Engineering, Sichuan University, Chengdu, China; College of Electronics and Information Engineering, Sichuan University, Chengdu, China; Department of Electrical and Computer Engineering, University of California, San Diego, La Jolla, CA, USA; Department of Electrical and Computer Engineering, University of California, San Diego, La Jolla, CA, USA",2019,"National Natural Science Foundation of China(grant numbers:61871279,61471248); Fundamental Research Funds for the Central Universities(grant numbers:2012017yjsy159); China Scholarship Council(grant numbers:201706240037); ",JPEG;blocking;color bleeding;4:2:0;wide-activated residual network,Image color analysis;Hemorrhaging;Image restoration;Image coding;Quantization (signal);Transform coding;Training
A. Besson; D. Perdios; Y. Wiaux; J. -P. Thiran,"Signal Processing Laboratory 5 (LTS5), Ecole Polytechnique Fédérale de Lausanne, Lausanne, Switzerland; Signal Processing Laboratory 5 (LTS5), Ecole Polytechnique Fédérale de Lausanne, Lausanne, Switzerland; Institute of Sensors, Signals and Systems, Heriot-Watt University, Edinburgh, U.K.; Signal Processing Laboratory 5 (LTS5), Ecole Polytechnique Fédérale de Lausanne, Lausanne, Switzerland",2019,UltrasoundToGo RTD Project(grant numbers:20NA21_145911); Swiss SNF Project(grant numbers:205320_175974); ,Compressed sensing;ultrasound;greedy algorithms;joint sparsity;MUSIC,Signal processing algorithms;Multiple signal classification;Matching pursuit algorithms;Ultrasonic imaging;Greedy algorithms;Sparks;Iterative algorithms
S. V. R. Dendi; C. Dev; N. Kothari; S. S. Channappayya,"Lab for Video and Image Analysis, Department of Electrical Engineering, Indian Institute of Technology Hyderabad, Kandi, India; Lab for Video and Image Analysis, Department of Electrical Engineering, Indian Institute of Technology Hyderabad, Kandi, India; Lab for Video and Image Analysis, Department of Electrical Engineering, Indian Institute of Technology Hyderabad, Kandi, India; Lab for Video and Image Analysis, Department of Electrical Engineering, Indian Institute of Technology Hyderabad, Kandi, India",2019,NVIDIA Corporation; ,Convolutional neural network;no reference image quality assessment (IQA);autoencoders;human visual system (HVS),Distortion;Signal processing algorithms;Training;Image quality;Measurement;Convolution
S. Ö. Arık; H. Jun; G. Diamos,"Baidu Silicon Valley Artificial Intelligence Lab, Sunnyvale, CA, USA; Baidu Silicon Valley Artificial Intelligence Lab, Sunnyvale, CA, USA; Baidu Silicon Valley Artificial Intelligence Lab, Sunnyvale, CA, USA",2019,,Phase reconstruction;deep learning;convolutional neural networks;short-time Fourier transform;spectrogram;time-frequency signal processing;speech synthesis,Spectrogram;Convolution;Time-frequency analysis;Training;Convolutional neural networks;Adaptation models;Signal processing algorithms
D. Mishra; H. Johansson,"Communication Systems Division, Linköping University, Linköping, Sweden; Communication Systems Division, Linköping University, Linköping, Sweden",2019,ELLIIT; ,Wireless power transfer;analog beamforming;MISO channel estimation;hardware impairments;optimization,Channel estimation;Radio frequency;Array signal processing;Antenna arrays;Phase shifters;MISO communication
J. Zhou; D. Tian; Y. Wang; Z. Sheng; X. Duan; V. C. M. Leung,"Beijing Advanced Innovation Center for Big Data and Brain Computing, Beijing Key Laboratory for Cooperative Vehicle Infrastructure Systems and Safety Control, School of Transportation Science and Engineering, Beihang University, Beijing, China; Beijing Advanced Innovation Center for Big Data and Brain Computing, Beijing Key Laboratory for Cooperative Vehicle Infrastructure Systems and Safety Control, School of Transportation Science and Engineering, Beihang University, Beijing, China; Beijing Advanced Innovation Center for Big Data and Brain Computing, Beijing Key Laboratory for Cooperative Vehicle Infrastructure Systems and Safety Control, School of Transportation Science and Engineering, Beihang University, Beijing, China; Department of Engineering and Design, the University of Sussex, Richmond, U.K.; Beijing Advanced Innovation Center for Big Data and Brain Computing, Beijing Key Laboratory for Cooperative Vehicle Infrastructure Systems and Safety Control, School of Transportation Science and Engineering, Beihang University, Beijing, China; Department of Electrical and Computer Engineering, The University of British Columbia, Vancouver, B.C., Canada",2019,"National Natural Science Foundation of China(grant numbers:61822101,61672082,61711530247); State Scholarship Fund(grant numbers:201706020112); Royal Society-Newton Mobility(grant numbers:IE160920); The Engineering, and Physical Sciences Research Council(grant numbers:EP/P025862/1); ",Cooperative vehicle infrastructure system (CVIS);vehicular communication;mobile edge computing;computation offloading;dynamic programming,Signal to noise ratio;Optimization;Stochastic processes;Reliability theory;Computational modeling
D. Kim; S. Lee; C. Kim,"School of Electrical Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea; School of Electrical Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea; School of Electrical Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea",2019,,Image quality assessment (IQA);contrast-changed images;2-D histogram and spatial entropy,Histograms;Two dimensional displays;Entropy;Measurement;Image quality;Correlation;Optimization
W. Guan; T. Wang; J. Qi; L. Zhang; H. Lu,"Dalian University of Technology, Dalian, China; Dalian University of Technology, Dalian, China; School of Information and Communication Engineering, Dalian University of Technology, Dalian, China; School of Information and Communication Engineering, Dalian University of Technology, Dalian, China; Dalian University of Technology, Dalian, China",2019,"National Natural Science Foundation of China(grant numbers:61725202,61751212,61771088,61632006,91538201); ",Saliency detection;edge detection;pyramid pooling network;convolutional neural networks (CNNs),Image edge detection;Saliency detection;Task analysis;Streaming media;Training;Feature extraction;Object detection
A. Govinda Raj; J. H. McClellan,"School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA",2019,Franklin Foundation; ,Super-resolution;arbitrary array geometry;sparse DOA estimation;off-grid problem;atomic norm;compressive beamforming;coherent sources;limited snapshots,Direction-of-arrival estimation;Geometry;Estimation;Discrete Fourier transforms;Signal resolution;Array signal processing;Sensor arrays
B. Gundogdu; B. Yusuf; M. Saraclar,"Department of Electrical and Electronics Engineering, National Defense University, Naval Academy, Istanbul, Turkey; Department of Electrical and Electronics Engineering, Boğaziçi University, Istanbul, Turkey; Department of Electrical and Electronics Engineering, Boğaziçi University, Istanbul, Turkey",2019,Türkiye Bilimsel ve Teknolojik Araştirma Kurumu(grant numbers:116E076); ,Keyword search;out of vocabulary terms;query modeling;recurrent neural networks,Indexes;Training;Recurrent neural networks;Task analysis;Context modeling;Vocabulary;Keyword search
Q. Kou; D. Cheng; H. Zhuang; R. Gao,"School of Information and Control Engineering, China University of Mining and Technology, Xuzhou, China; School of Information and Control Engineering, China University of Mining and Technology, Xuzhou, China; School of Information and Control Engineering, China University of Mining and Technology, Xuzhou, China; School of Information and Control Engineering, China University of Mining and Technology, Xuzhou, China",2019,National Natural Science Foundation of China(grant numbers:51774281); ,Feature representation;image classification;local binary pattern (LBP);principal curvatures,Training;Lighting;Robustness;Multiresolution analysis;Databases;Feature extraction;Encoding
D. Baptista de Souza; E. V. Kuhn; R. Seara,"Data Analytics Team at GE Renewable Energy, São Paulo, SP, Brazil; LAPSE-Electronics and Signal Processing Laboratory of the Department of Electronics Engineering at the Federal University of Technology–Paraná, Toledo, Brazil; LINSE–Circuits and Signal Processing Laboratory of the Department of Electrical and Electronics Engineering at the Federal University of Santa Catarina, Florianópolis, Brazil",2019,Conselho Nacional de Desenvolvimento Científico e Tecnológico; ,Nonstationary processes;stochastic analysis;time-varying autoregressive (TVAR) model,Steady-state;Brain modeling;Covariance matrices;Mathematical model;Convergence;Adaptation models;Markov processes
H. Xu; C. Zhang; I. -M. Kim,"College of Information and Communication Engineering, Harbin Engineering University, Harbin, China; College of Information and Communication Engineering, Harbin Engineering University, Harbin, China; Department of Electrical and Computer Engineering, Queen's University, Kingston, ON, Canada",2019,China Scholarship Council; Natural Sciences and Engineering Research Council of Canada; ,Adaptive AIC structure;analog signal compressed sensing;coupled optimization;robust dictionary learning,Optimization;Dictionaries;Machine learning;Image reconstruction;Sparse matrices;Compressed sensing;Signal to noise ratio
C. Sagayama; T. Ishihara; S. Sugiura,"Tokyo Noko Daigaku, Fuchu, Tokyo, JP; Tokyo Noko Daigaku, Fuchu, Tokyo, JP; Tokyo Daigaku, Bunkyo-ku, Tokyo, JP",2019,"Japan Society for the Promotion of Science KAKENHI(grant numbers:16KK0120,17H03259,17K18871); ",Constellation;differential modulation;faster-than-Nyquist signaling;noncoherent detection;star-QAM,Receivers;Interference;Signal to noise ratio;Frequency-domain analysis;Quadrature amplitude modulation;Channel estimation;Differential phase shift keying
G. Bai; Y. Cheng; W. Tang; S. Li,"National Key Laboratory of Science and Technology on Communications, University of Electronic Science and Technology of China, Chengdu, China; National Key Laboratory of Science and Technology on Communications, University of Electronic Science and Technology of China, Chengdu, China; National Key Laboratory of Science and Technology on Communications, University of Electronic Science and Technology of China, Chengdu, China; National Key Laboratory of Science and Technology on Communications, University of Electronic Science and Technology of China, Chengdu, China",2019,"Innovation Fund of NCL(grant numbers:IFN2018203); National Advance Research Program of China(grant numbers:9020302,3020103); ",Chirp rate estimation;weighted combination;discrete polynomial phase transform,Estimation;Chirp;Signal processing algorithms;Complexity theory;Frequency estimation;Frequency modulation;Signal to noise ratio
A. V. Subramanyam; V. Gupta; R. Ahuja,"Department of Electronics and Communication Engineering, Indraprastha Institute of Information Technology, Delhi, India; Computer Science and Engineering, Delhi Technological University, Delhi, India; Mathematics and Computing Engineering, Delhi Technological University, Delhi, India",2019,,Robust Metric learning;L1-Discrminant Analysis;person Re-identification,Measurement;Principal component analysis;Linear programming;Signal processing algorithms;Feature extraction;Cameras;Training
G. Kim; H. Lee; B. -K. Kim; S. -H. Oh; S. -Y. Lee,"Department of Electrical Engineering, KAIST, Daejeon, South Korea; Department of Electrical Engineering, KAIST, Daejeon, South Korea; Department of Electrical Engineering, KAIST, Daejeon, South Korea; Division of Information and Communication Convergence Engineering, Mokwon University, Daejeon, South Korea; KAIST Institute for Artificial Intelligence, Daejeon, South Korea",2019,"Industrial Strategic Technology Development Program(grant numbers:10076757); Free-Running Embedded Speech Recognition Technology for Natural Language Dialogue with Robots; Ministry of Trade, Industry and Energy (MOTIE, South Korea); ",Speech enhancement;room simulator;connectionist temporal classification;generative adversarial network,Speech enhancement;Acoustics;Noise measurement;Speech recognition;Training;Generative adversarial networks;Data models
Q. Du; R. Liu; B. Guan; Y. Pan; S. Sun,"Department of Electronic and Information Engineering, Beihang University, Beijing, China; Department of Electronic and Information Engineering, Beihang University, Beijing, China; Department of Electronic and Information Engineering, Beihang University, Beijing, China; Department of Electronic and Information Engineering, Beihang University, Beijing, China; Department of Electronic and Information Engineering, Beihang University, Beijing, China",2019,National Natural Science Foundation of China(grant numbers:61231010); ,Structured light;stereo matching;siamese network;SLNet,Feature extraction;Cameras;Three-dimensional displays;Training;Convolution;Kernel;Testing
D. A. Kumar; A. S. C. S. Sastry; P. V. V. Kishore; E. K. Kumar; M. T. K. Kumar,"Department of Electronics and communication Engineering, Koneru Lakshmaiah Education Foundation, Guntur, India; Department of Electronics and communication Engineering, Koneru Lakshmaiah Education Foundation, Guntur, India; Department of Electronics and communication Engineering, Koneru Lakshmaiah Education Foundation, Guntur, India; Department of Electronics and communication Engineering, Koneru Lakshmaiah Education Foundation, Guntur, India; Department of Electronics and communication Engineering, Koneru Lakshmaiah Education Foundation, Guntur, India",2019,"Department of Science and Technology, SEED division, India(grant numbers:SEED/TIDE/013/2014(G)); ",Joint area features;joint perimeter features;global alignment kernels;3D sign language recognition,Three-dimensional displays;Kernel;Assistive technology;Gesture recognition;Skeleton;Solid modeling;Sensors
J. Wang; Y. Ding; S. Ren; W. Wang,"School of Information and Electronics, Beijing Institute of Technology, Beijing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China",2019,National Natural Science Foundation of China(grant numbers:61801024); ,Fractional Fourier transform;fraction wavelet transform;multiband signals;consistent sampling,Signal resolution;Wavelet transforms;Convolution;Image reconstruction;Image resolution;Wavelet analysis
S. Xu; T. Liu; G. Zhang; Y. Tang,"School of Information Engineering, Nanchang University, Nanchang, China; School of Information Engineering, Nanchang University, Nanchang, China; School of Information Engineering, Nanchang University, Nanchang, China; School of Information Engineering, Nanchang University, Nanchang, China",2019,"National Natural Science Foundation of China(grant numbers:61662044,51765042,61163023); Jiangxi Provincial Natural Science Foundation(grant numbers:20171BAB202017); ",Denoising;noise level estimation;automatic feature extraction;convolutional neural network;noise level-aware features;mapping model,Noise level;Feature extraction;Estimation;Noise measurement;Signal processing algorithms;Training;Correlation
Y. Masuyama; K. Yatabe; Y. Oikawa,"Department of Intermedia Art and Science, Waseda University, Tokyo, Japan; Department of Intermedia Art and Science, Waseda University, Tokyo, Japan; Department of Intermedia Art and Science, Waseda University, Tokyo, Japan",2019,,Non-convex optimization;short-time Fourier transform (STFT);spectrogram consistency;phaseless spectrogram inversion;STFT-based speech synthesis,Spectrogram;Signal processing algorithms;Convex functions;Acceleration;Optimization;Speech synthesis;Convergence
Y. Chen; S. He; Y. Huang; J. Ren; L. Yang,"School of Information Science and Engineering, Southeast University, Nanjing, China; School of Information Science and Engineering, Central South University, Changsha, China; School of Information Science and Engineering, Southeast University, Nanjing, China; School of Information Science and Engineering, Central South University, Changsha, China; School of Information Science and Engineering, Southeast University, Nanjing, China",2019,"National Natural Science Foundation of China(grant numbers:61471120,61711540305); National Science and Technology Major Project of China(grant numbers:2018ZX03001002-003); ",Robust Beamforming;Multigroup Multicast;Cloud Radio Access Network;Convex Approximation,Array signal processing;Optimization;Cloud computing;Radio access networks;Interference;Information science;Multicast algorithms
Q. He; Z. Wang; J. Hu; R. S. Blum,"University of Electronic Science and Technology of China, Chengdu, Sichuan, China; University of Electronic Science and Technology of China, Chengdu, Sichuan, China; University of Electronic Science and Technology of China, Chengdu, Sichuan, China; Lehigh University, Bethlehem, PA, USA",2019,"National Natural Science Foundation of China(grant numbers:61571091,61371184); Huo Yingdong Education Foundation(grant numbers:161097); National Science Foundation(grant numbers:ECCS–1405579); ",Cramer–Rao bound (CRB);MIMO;mutual information (MI);radar and communication,Radar antennas;Receivers;MIMO communication;Transmitters;MIMO radar
A. Lulu; B. G. Mobasseri,"Department of Electrical and Computer Engineering, Villanova University, Villanova, PA, USA; Department of Electrical and Computer Engineering, Villanova University, Villanova, PA, USA",2019,,Phase wrapping;phase matching;delay-Doppler coupling;multitarget,Chirp;Doppler effect;Frequency estimation;Frequency conversion;Wrapping;Delays;Radar
Y. Wang; J. Yang; Y. Guo; C. Xiao; W. An,"College of Electronic Science, National University of Defense Technology, Changsha, China; College of Electronic Science, National University of Defense Technology, Changsha, China; School of Electronics and Communication Engineering, Sun Yat-sen University, Guangzhou, China; College of Electronic Science, National University of Defense Technology, Changsha, China; College of Electronic Science, National University of Defense Technology, Changsha, China",2019,"National Natural Science Foundation of China(grant numbers:61401474,61602499,61471371); Hunan Provincial National Science Foundation(grant numbers:2016JJ3025); National Postdoctoral Program for Innovative Talents(grant numbers:BX201600172); China Postdoctoral Science Foundation; ",Bokeh;camera array;depth of field (DoF);light field (LF);refocusing;superresolution (SR),Cameras;Rendering (computer graphics);Spatial resolution;Signal resolution;Lenses;Visualization
J. Sun; Z. Wu; Z. Yin; Z. Yang,"School of Electronics and Information Engineering, Harbin Institute of Technology, Harbin, China; School of Electronics and Information Engineering, Harbin Institute of Technology, Harbin, China; School of Electronics and Information Engineering, Harbin Institute of Technology, Harbin, China; School of Electronics and Information Engineering, Harbin Institute of Technology, Harbin, China",2019,"National Natural Science Foundation of China(grant numbers:61571167,61471142,61102084); ",Hybrid navigation;convolutional neural networks (CNN);information fusion;ensemble learner,Sensors;Covariance matrices;Global navigation satellite system;Estimation;Support vector machines
C. Chen; H. Huang; C. Chen; Z. Zheng; H. Cheng,"School of Data and Computer Science, Sun Yat-Sen University, Guangzhou, China; School of Data and Computer Science, Sun Yat-Sen University, Guangzhou, China; School of Data and Computer Science, Sun Yat-Sen University, Guangzhou, China; School of Data and Computer Science, Sun Yat-Sen University, Guangzhou, China; School of Data and Computer Science, Sun Yat-Sen University, Guangzhou, China",2019,"National Natural Science Foundation of China(grant numbers:61602533); Major program of Science and Technology Planning Project of Guangdong Province(grant numbers:2017B010116003); Natural Science Foundation of Guangdong Province(grant numbers:1614050001452); NSFC-Shenzhen Robotics Projects(grant numbers:U1613211); Fundamental Research Funds for the Central Universities; Science and Technology Program of Guangzhou, China(grant numbers:201510010126); ",Image segmentation;sensor fusion;edge-preserving filtering,Image color analysis;Image edge detection;Image segmentation;Object segmentation;Task analysis;Optimization;Color
S. Daei; F. Haddadi; A. Amini,"School of Electrical Engineering, Iran University of Science & Technology, Tehran, Iran; School of Electrical Engineering, Iran University of Science & Technology, Tehran, Iran; Department of Electrical Engineering, Sharif University of Technology, Tehran, Iran",2019,, $\ell _1$  analysis;prior information;conic integral geometry,Weight measurement;Standards;Geometry;Optimization;Image reconstruction;Noise measurement;Minimization
W. d. C. Freitas; G. Favier; A. L. F. de Almeida,"Universidade Federal do Ceara, Fortaleza, CE, BR; Universite de Nice Sophia Antipolis, Nice, Provence-Alpes-Cote d'Azu, FR; Universidade Federal do Ceara, Fortaleza, CE, BR",2019,"CNPq, CAPES/BRAFITEC project(grant numbers:226/2017); CAPES/COFECUB project(grant numbers:Ma 830-15); ",Two-way relaying;closed-form semiblind receiver;tensor space-time code (TSTC);Tucker-2 model,Relays;Receivers;Channel estimation;MIMO communication;Uplink;Interference cancellation
P. Sandeep; T. Jacob,"Department of Electronics and Electrical Engineering, Indian Institute of Technology Guwahati, Guwahati, India; Department of Electronics and Electrical Engineering, Indian Institute of Technology Guwahati, Guwahati, India",2019,,Color filter array;Bayer pattern;demosaicking;Gaussian mixture models,Image color analysis;Color;Correlation;Channel estimation;Covariance matrices;Interpolation;Estimation
S. Na; K. V. Mishra; Y. Liu; Y. C. Eldar; X. Wang,"Department of Electronic Engineering, Tsinghua University, Beijing, China; Andrew and Erna Viterbi Faculty of Electrical Engineering, Technion—Israel Institute of Technology, Haifa, Israel; Department of Electronic Engineering, Tsinghua University, Beijing, China; Andrew and Erna Viterbi Faculty of Electrical Engineering, Technion—Israel Institute of Technology, Haifa, Israel; Department of Electronic Engineering, Tsinghua University, Beijing, China",2019,Andrew and Erna Finci Viterbi Postdoctoral Fellowship and in part by Lady Davis Postdoctoral Fellowship; National Natural Science Foundation of China(grant numbers:61571260); ,Canonical polyadic decomposition;MIMO;PARAFAC;radar;sub-Nyquist;tensor decomposition,Doppler effect;Doppler radar;Frequency modulation;Receiving antennas;Transmitters
B. Minnehan; A. Savakis,"Department of Computer Engineering, Rochester Institute of Technology, Rochester, NY, USA; Department of Computer Engineering, Rochester Institute of Technology, Rochester, NY, USA",2019,AFOSR Dynamic Data Driven Applications Systems (DDDAS) program; ,Robust principal component analysis; $L_1$ -PCA;Grassmann manifold optimization;dimensionality reduction;big data,Manifolds;Optimization;Principal component analysis;Complexity theory;Signal processing algorithms;Dimensionality reduction
