Authors,Author Affiliations,Publication Year,Funding Information,Author Keywords,IEEE Terms
R. Qian; M. Sellathurai; D. Wilcox,"Institute of Sensors, Heriot-Watt University, Edinburgh, United Kingdom; Institute of Sensors, Heriot-Watt University, Edinburgh, United Kingdom; Camlin Technologies Ltd., Lisburn, United Kingdom",2015,China Scholarship Council; ,Adaptive beamforming;ESPAR;MVDR;SOCP,Array signal processing;Vectors;Arrays;Signal processing algorithms;Radio frequency;Adaptive arrays
Z. -Q. Wen; Y. -L. Lu; Z. -G. Zeng; W. -Q. Zhu; J. -H. Ai,"School of Computer and Communication, Hunan University of Technology, Zhuzhou, Hunan, China; School of Computer and Communication, Hunan University of Technology, Zhuzhou, Hunan, China; School of Computer and Communication, Hunan University of Technology, Zhuzhou, Hunan, China; School of Computer and Communication, Hunan University of Technology, Zhuzhou, Hunan, China; School of Computer and Communication, Hunan University of Technology, Zhuzhou, Hunan, China",2015,Education Department Fund of Hunan province in China(grant numbers:12A039); ,Elitist genetic algorithm;inverse halftoning;lookup table;template optimization,Optimization;Table lookup;Genetic algorithms;Image reconstruction;PSNR;Sociology;Statistics
Z. -H. Feng; P. Huber; J. Kittler; W. Christmas; X. -J. Wu,"School of IoT Engineering, Jiangnan University, Wuxi, China; Speech and Signal Processing, University of Surrey, Guildford, UK; Speech and Signal Processing, University of Surrey, Guildford, UK; Speech and Signal Processing, University of Surrey, Guildford, UK; School of IoT Engineering, Jiangnan University, Wuxi, China",2015,"Fundamental Research Funds for the Central Universities(grant numbers:JUDCF09032); European Commission(grant numbers:284989); National Natural Science Foundation of China(grant numbers:61373055,61103128); ",Adaptive shape update;cascaded regression;facial landmark detection;R-CR-C,Shape;Feature extraction;Face;Training;Robustness;Educational institutions;Accuracy
H. -T. Wu; J. -L. Dugelay; Y. -Q. Shi,"Polytechnic School of Engineering, New York University, Brooklyn, NY; Department of Multimedia Communications, EURECOM, Biot, Sophia Antipolis, France; Department of Electrical and Computer Engineering, New Jersey Institute of Technology, Newark, NJ",2015,National Natural Science Foundation of China; ,Contrast enhancement;histogram modification;location map;reversible data hiding;visual quality,Histograms;Signal processing algorithms;Data mining;Visualization;PSNR;Educational institutions;Electronic mail
F. Vincent; O. Besson; E. Chaumette,"ISAE Toulouse, University of Toulouse, Toulouse, France; ISAE Toulouse, University of Toulouse, Toulouse, France; ISAE Toulouse, University of Toulouse, Toulouse, France",2015,,Maximum likelihood;direction of arrival (DoA);uniformly linear array,Unified modeling language;Approximation methods;Maximum likelihood estimation;Direction-of-arrival estimation;Taylor series;Frequency estimation;Noise
J. Chen; Y. Deng; G. Bai; G. Su,"Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China",2015,National Natural Science Foundation of China(grant numbers:61101152); Tsinghua University Initiative Scientific Research Program(grant numbers:20131089382); Beijing Higher Education Young Elite(grant numbers:YETP0104); ,Face quality;face recognition;learning to rank,Face;Face recognition;Image quality;Quality assessment;Equations;Databases;Image recognition
W. Chen; I. J. Wassell; M. R. D. Rodrigues,"State Key Laboratory of Rail Traffic Control and Safety, Beijing Jiaotong University, Beijing, China; Computer Laboratory, University of Cambridge, Cambridge, United Kingdom; Department of Electronic and Electrical Engineering, University College London, London, United Kingdom",2015,"State Key Laboratory of Rail Traffic Control and Safety(grant numbers:RCS2012ZT014); Natural Science Foundation of China(grant numbers:61401018,U1334202); ",Compressive sensing;dictionary learning;distributed compressive sensing,Dictionaries;Correlation;Joints;Technological innovation;Electrocardiography;Educational institutions;Silicon
M. Hansson-Sandsten; J. Brynolfsson,"Mathematical Statistics, Lund University, Lund, Sweden; Mathematical Statistics, Lund University, Lund, Sweden",2015,Vetenskapsrådet; ,Gaussian;logon;reassignment;spectrogram;time-frequency,Spectrogram;Time-frequency analysis;Entropy;Chirp;Fourier transforms;Signal to noise ratio;Mathematical model
Z. Lu; R. Ying; S. Jiang; P. Liu; W. Yu,"Dept. of Electrical Engineering, Shanghai Jiao Tong University, Shanghai, P.R. China; Dept. of Electrical Engineering, Shanghai Jiao Tong University, Shanghai, P.R. China; Dept. of Electrical Engineering, Shanghai Jiao Tong University, Shanghai, P.R. China; Dept. of Electrical Engineering, Shanghai Jiao Tong University, Shanghai, P.R. China; Dept. of Electrical Engineering, Shanghai Jiao Tong University, Shanghai, P.R. China",2015,National Natural Science Foundation of China(grant numbers:61171171); ,Atomic norm;basis mismatch;compressed sensing;joint sparsity;semidefinite program,Joints;Compressed sensing;Minimization;Atomic clocks;Polynomials;Frequency measurement;Signal resolution
T. Ghirmai,"School of STEM, University of Washington Bothell, Bothell, WA, USA",2015,,Autoregressive;Laplace;modeling;Yule-Walker,Mathematical model;Correlation;Computational modeling;Noise;Educational institutions;Equations;Parameter estimation
J. Feng; L. Song; X. Huo; X. Yang; W. Zhang,"Future Medianet Innovation Center, Shanghai Jiaotong University, Shanghai, China; Future Medianet Innovation Center, Shanghai Jiaotong University, Shanghai, China; School of Industrial and Systems Engineering, Georgia Institute of Technology, Atlanta, GA, USA; Future Medianet Innovation Center, Shanghai Jiaotong University, Shanghai, China; Future Medianet Innovation Center, Shanghai Jiaotong University, Shanghai, China",2015,,EPLL;image denoising;K-SVD,Signal processing algorithms;Noise reduction;Image denoising;Image restoration;Analytical models;Random variables
J. M. Ramirez; J. L. Paredes,"Department of Electrical Engineering, Universidad de Los Andes, Mérida, Venezuela; Department of Electrical Engineering, Universidad de Los Andes, Mérida, Venezuela",2015,,Audio denoising;${\ell _1}$ -LAD;robust transforms;unitary transforms;weighted median,Transforms;Robustness;Signal processing algorithms;Estimation;Noise;Laplace equations;Dispersion
L. Xu; O. C. Au; W. Sun; L. Fang; F. Zou; J. Li,"Dept of Electronic and Computer Engineering, Hong Kong University, Hong Kong; Dept of Electronic and Computer Engineering, Hong Kong University, Hong Kong; Dept of Electronic and Computer Engineering, Hong Kong University, Hong Kong; Dept of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; Dept of Electronic and Computer Engineering, Hong Kong University, Hong Kong; Dept of Electronic and Computer Engineering, Hong Kong University, Hong Kong",2015,,Radiometric variation;stereo matching,Radiometry;Lighting;Stereo vision;Signal processing algorithms;Cameras;Polynomials;Educational institutions
A. Zafar; M. Shaqfeh; M. -S. Alouini; H. Alnuweiri,"Electrical Engineering Program, King Abdullah University of Science and Technology (KAUST), Thuwal, Makkah Province, Saudi Arabia; Department of Electrical and Computer Engineering, Texas A&M University at Qatar, Doha, Qatar; Electrical Engineering Program, King Abdullah University of Science and Technology (KAUST), Thuwal, Makkah Province, Saudi Arabia; Department of Electrical and Computer Engineering, Texas A&M University at Qatar, Doha, Qatar",2015,,Block-fading;broadcast channels;multi-user diversity;resource allocation;superposition coding,Resource management;Silicon carbide;Complexity theory;Encoding;Bandwidth;Interference cancellation;Wireless communication
I. W. Selesnick; A. Parekh; İ. Bayram,"Department of Electrical and Computer Engineering, New York University, Brooklyn, NY; Department of Electrical and Computer Engineering, New York University, Brooklyn, NY; Istanbul Technical University, Istanbul, Turkey",2015,Division of Computing and Communication Foundations(grant numbers:CCF-1018020); ,Convex optimization;non-convex regularization;sparse optimization;total variation denoising,Noise reduction;TV;Convergence;Convex functions;Signal processing algorithms;Noise;Linear programming
S. Du; S. Chen,"University of Chinese Academy of Sciences, Beijing, China; Chinese Academy of Sciences, Shenzhen Institutes of Advanced Technology, Guangdong, China",2015,,Co-salient object;random forest,Vegetation;Image color analysis;Object detection;Fuses;Materials;Abstracts;Indexes
W. Jamal; S. Das; I. -A. Oprescu; K. Maharatna,"School of Electronics and Computer Science, University of Southampton, Southampton, United Kingdom; School of Electronics and Computer Science, University of Southampton, Southampton, United Kingdom; School of Electronics and Computer Science, University of Southampton, Southampton, United Kingdom; School of Electronics and Computer Science, University of Southampton, Southampton, United Kingdom",2015,FP7 EU: MICHELANGELO project; ,EEG;Markov chain;prediction;synchrostate,Markov processes;Brain models;Electroencephalography;Face;Switches;Hidden Markov models
B. Shtarkalev; B. Mulgrew,"Institute for Digital Communications, The University of Edinburgh, Edinburgh, U. K.; Institute for Digital Communications, The University of Edinburgh, Edinburgh, U. K.",2015,Engineering and Physical Sciences Research Council(grant numbers:EP/J015180/1); ,Ambiguity function;Gaussian approximation;Gaussian pulse waveforms;MIMO radar,Time-frequency analysis;MIMO;MIMO radar;Approximation methods;Kernel;Frequency division multiaccess
J. Ma; X. Yuan; L. Ping,"Department of Electronic Engineering, City University of Hong Kong, Hong Kong, SAR, China; School of Information Science and Technology, ShanghaiTech University, Shanghai, China; Department of Electronic Engineering, City University of Hong Kong, Hong Kong, SAR, China",2015,,Approximate message passing (AMP);compressed sensing;partial DFT matrix;replica method;state evolution,Signal processing algorithms;Discrete Fourier transforms;Sensors;Standards;Compressed sensing;Approximation algorithms;Message passing
Y. Zhang; W. Qi; G. Li; S. Zhang,"PLA University of Science and Technology, Nanjing, Jiangsu, China; PLA University of Science and Technology, Nanjing, Jiangsu, China; PLA University of Science and Technology, Nanjing, Jiangsu, China; PLA University of Science and Technology, Nanjing, Jiangsu, China",2015,"National Natural Science Foundation of China(grant numbers:61273047,61301159); ",Average ambiguity function;average MSE;maximum likelihood estimator;method of interval error;outlier probability;radio interferometric positioning system,Maximum likelihood estimation;Distance measurement;Signal to noise ratio;Radio interferometry;Frequency estimation;Accuracy;Approximation methods
O. Besson,"ISAE, University of Toulouse, Toulouse, France",2015,,Distribution mismatch;elliptically contoured distributions;generalized likelihood ratio test;probability of false alarm,Robustness;Noise;Distributed databases;Probability density function;Probability;Testing;Closed-form solutions
J. Chen; L. -Y. Duan; F. Gao; J. Cai; A. C. Kot; T. Huang,"Institute of Digital Media, Peking University, Beijing, China; Institute of Digital Media, Peking University, Beijing, China; Institute of Digital Media, Peking University, Beijing, China; School of Computer Engineering, Nanyang Technological University, Singapore; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; Institute of Digital Media, Peking University, Beijing, China",2015,"National Natural Science Foundation of China(grant numbers:61271311,61121002,61390515,61210005); ",Block-wise scale-space representation;interest point detector;Laplacian of Gaussian;scale-space,Complexity theory;Detectors;Laplace equations;Feature extraction;Visualization;Educational institutions;Convolution
Y. C. Eldar; R. Levi; A. Cohen,"Dept. of Electrical Engineering,, Technion - Israel Institute of Technology, Haifa, Israel; Dept. of Electrical Engineering,, Technion - Israel Institute of Technology, Haifa, Israel; Dept. of Electrical Engineering,, Technion - Israel Institute of Technology, Haifa, Israel",2015,,Clutter rejection;pulse-Doppler radar;sub-Nyquist sampling,Clutter;Doppler effect;Radar clutter;Sparse matrices;Doppler radar;Radar signal processing
G. K. Atia,"Department of Electrical Engineering and Computer Science, University of Central Florida, Orlando, Florida, United States",2015,Division of Computing and Communication Foundations(grant numbers:CCF-1320547); ,Compressive measurements;concentration inequalities;quickest change detection,Delays;Signal to noise ratio;Sensors;Materials;Monitoring;Bayes methods;Random variables
R. K. Martin,"Department of Electrical & Computer Engineering, The Air Force Institute of Technology (AFIT), OH",2015,,Inverse beamforming;MIMO;radio tomography;received signal strength,Array signal processing;Receiving antennas;Arrays;Transmitting antennas;Attenuation;Tomography
W. Huang; X. Gong; M. Y. Yang,"Department of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, Zhejiang, P. R. China; Faculty of the Department of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, Zhejiang, P. R. China; Faculty of the Institute for Information processing (TNT), Leibniz University, Hanover, Germany",2015,,Depth upsampling;joint optimization;object-level image segmentation,Image segmentation;Joints;Three-dimensional displays;Labeling;Distance measurement;Visualization;Sensors
K. Dedecius; J. Reichl; P. M. Djurić,"Academy of Sciences of the Czech Republic, Institute of Information Theory and Automation, Prague 8, Czech Republic; Academy of Sciences of the Czech Republic, Institute of Information Theory and Automation, Prague 8, Czech Republic; Department of Electrical and Computer Engineering, Stony Brook University, NY, USA",2015,Division of Computing and Communication Foundations(grant numbers:1320626); Czech Science Foundation(grant numbers:14-06678P); Division of Electrical Communications and Cyber Systems(grant numbers:1346854); ,Diffusion;distributed parameter estimation;sensor networks;sequential mixture estimation,Sequential estimation;Signal processing algorithms;Bayes methods;Wireless sensor networks
S. An; F. Boussaid; M. Bennamoun; F. Sohel,"School of Computer Science and Software Engineering, The University of Western Australia (UWA), Crawley, Australia; Electronic and Computer Engineering, The University of Western Australia (UWA), Crawley, Australia; School of Computer Science and Software Engineering, The University of Western Australia (UWA), Crawley, Australia; School of Computer Science and Software Engineering, The University of Western Australia (UWA), Crawley, Australia",2015,Western Australia Office of Science Applied Research Program ARP Shark Hazard Mitigation; ,Bilateral filtering;linear interpolation;quantitative error analysis,Kernel;Interpolation;Accuracy;Error analysis;Real-time systems;Image processing
M. Zhang; C. Muramatsu; X. Zhou; T. Hara; H. Fujita,"Department of intelligent image information, Gifu University, Gifu-shi, Japan; Department of intelligent image information, Gifu University, Gifu-shi, Japan; Department of intelligent image information, Gifu University, Gifu-shi, Japan; Department of intelligent image information, Gifu University, Gifu-shi, Japan; Department of intelligent image information, Gifu University, Gifu-shi, Japan",2015,,Generalized local binary pattern;image quality assessment;no reference;support vector regression,Histograms;Image quality;Joints;Databases;Signal processing algorithms;Image coding;Multimedia communication
F. Kou; W. Chen; Z. Li; C. Wen,"School of Automation Science and Electrical Engineering Beihang University, Beijing, China; School of Automation Science and Electrical Engineering Beihang University, Beijing, China; Signal Processing Department, Institute for Infocomm Research, Singapore; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore",2015,China Scholarship Council(grant numbers:201406020019); National Natural Science Foundation of China(grant numbers:61175108); ,Detail enhancement;edge preserving;gradient field;image smoothing;${L_0}$  norm,Signal processing algorithms;Image edge detection;Optimization;Smoothing methods;Algorithm design and analysis;Educational institutions;Measurement
A. Abuzaid; Q. Z. Ahmed; M. -S. Alouini,"Computer, Electrical, and Mathematical Science and Engineering (CEMSE) Division, King Abdullah University of Science and Technology(KAUST), Thuwal, Makkah Province, Saudi Arabia; KAUST Strategic Research Initiative (SRI) in Uncertainty Quantification in Computationl Science and Engineering, Thuwal, Makkah Province, Saudi Arabia; KAUST Strategic Research Initiative (SRI) in Uncertainty Quantification in Computationl Science and Engineering, Thuwal, Makkah Province, Saudi Arabia",2015,,Cooperative communications;MSER criteria;preprocessing matrix,Detectors;Relays;Complexity theory;Channel estimation;Joints;Hardware;Bit error rate
L. Cao; L. Jin; H. Tao; G. Li; Z. Zhuang; Y. Zhang.,"University of Chinese Academy of Sciences, Beijing, China; Chinese Academy of Sciences, Fine Mechanics and Physics, Changchun, China; Chinese Academy of Sciences, Fine Mechanics and Physics, Changchun, China; Chinese Academy of Sciences, Fine Mechanics and Physics, Changchun, China; University of Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China",2015,,Discrete cosine transform;image fusion;multi-focus;spatial frequency,Discrete cosine transforms;Image fusion;Discrete wavelet transforms;Standards;Transform coding;Frequency-domain analysis;Visualization
S. -I. Choi; Y. Lee; C. Kim,"Department of Applied Computer Engineering, Dankook University, Yongin-si, Gyeonggi-do, Korea; Department of Computer Science and Engineering, Dankook University, Yongin-si, Gyeonggi-do, Korea; Korea Institute of Industrial Technology, Cheonan, Korea",2015,,Biased discriminant analysis;composite feature;confidence measure;eye detection;face recognition,Detectors;Feature extraction;Face;Face recognition;Databases;Vectors;Educational institutions
T. G. Kang; K. Kwon; J. W. Shin; N. S. Kim,"Department of Electrical and Computer Engineering, Seoul National University, Seoul, Korea; Department of Electrical and Computer Engineering, Seoul National University, Seoul, Korea; School of Information and Communications, Gwangju Institute of Science and Technology, Gwangju, Korea; Department of Electrical and Computer Engineering, Seoul National University, Seoul, Korea",2015,Ministry of Science ICT and Future Planning(grant numbers:NIPA-2013-H0301-13-4005); National Research Foundation of Korea(grant numbers:2012R1A2A2A01045874); ,Deep neural network;dictionary learning;non-negative matrix factorization;speech enhancement;target source separation,Vectors;Speech;Encoding;Noise;Speech enhancement;Source separation;Signal processing algorithms
S. Schwarz; M. Rupp,"Institute of Telecommunications, Vienna University of Technology, Vienna, Austria; Institute of Telecommunications, Vienna University of Technology, Vienna, Austria",2015,,Adaptive quantization;Grassmann manifold;limited feedback;multi-user MIMO;Stiefel manifold,Manifolds;Quantization (signal);MIMO;Signal processing algorithms;Transmitters;Receiving antennas;Signal to noise ratio
M. O. Ulfarsson; V. Solo,"Department of Electrical and Computer Engineering, University of Iceland, Reykjavik, Iceland; School of Electrical Engineering, University of New South Wales, Sydney, NSW, Australia",2015,,Cross-validation;Principal Component Analysis (PCA);Stein’s Unbiased Risk Estimator (SURE),Principal component analysis;Signal to noise ratio;Eigenvalues and eigenfunctions;Loading;Vectors;TV
Z. Ruan; G. Wang; J. -H. Xue; X. Lin,"Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Statistical Science, University College London, London, UK; Department of Electronic Engineering, Tsinghua University, Beijing, China",2015,"National Natural Science Foundation of China(grant numbers:61132007,61271390); ",Latent-SVM;multi-component models;object detection;subcategory clustering,Clustering algorithms;Signal processing algorithms;Feature extraction;Clutter;Object detection;Support vector machines;Optimization
L. Hernandez; E. Gutierrez,"Electronic Technology Department, Carlos III University, Madrid, Spain; Electronic Technology Department, Carlos III University, Madrid, Spain",2015,,Data conversion;sigma-delta modulation;time encoding;voltage-controlled oscillators,Frequency modulation;Voltage-controlled oscillators;Quantization (signal);Sigma-delta modulation;Noise;Discrete Fourier transforms
W. Wang; X. Li; X. -G. Xia; W. Wang,"College of Information Engineering, Tarim University, Alar, Xinjiang, P. R. China; MOE Key Lab for Intelligent Networks and Network Security, Xi'an Jiaotong University, Xi'an, Shaanxi, P. R. China; Department of Electrical and Computer Engineering, University of Delaware, Newark, DE, USA; MOE Key Lab for Intelligent Networks and Network Security, Xi'an Jiaotong University, Xi'an, Shaanxi, P. R. China",2015,Research Fund for the Doctoral Programs of Higher Education of China(grant numbers:20130201110014); Air Force Office of Science Research(grant numbers:FA9550-12-1-0055); ,Chinese remainder theorem;dynamic range;frequency determination from undersampled waveforms;residue sets,Dynamic range;Signal processing algorithms;Heuristic algorithms;Nickel;Educational institutions;Discrete Fourier transforms;Imaging
İ. Bayram,"Elektronik ve Haberleşsme Mühendisliği Bölümü, İstanbul Teknik Üniversitesi, İstanbul, Turkey",2015,,Hard threshold;monotone denoising operator;non-convex penalty;weakly convex,Convex functions;Noise reduction;Iterative methods;Noise measurement;Reconstruction algorithms;Inverse problems;Cost function
X. Li; G. Cui; W. Yi; L. Kong,"School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China",2015,,Adjacent cross correlation function;maneuvering target;motion parameters estimation;range migration,Parameter estimation;Correlation;Fourier transforms;Radar;Signal processing algorithms;Terrorism;Polynomials
S. Ahn; J. Chong,"Department of Nano-scale Engineering, Hanyang University, Seoul, Republic of Korea; Department of Nano-scale Engineering, Hanyang University, Seoul, Republic of Korea",2015,,Feature transform;image segmentation;low depth-of-field;object detection;region of interest (ROI),Image segmentation;Noise measurement;Transforms;Signal processing algorithms;Merging;Noise;Filtering
N. Yousefian; J. H. L. Hansen; P. C. Loizou,"Department of Electrical Engineering, University of Texas at Dallas, Richardson, TX, USA; Department of Electrical Engineering, University of Texas at Dallas, Richardson, TX, USA; Department of Electrical Engineering, University of Texas at Dallas, Richardson, TX, USA",2015,National Institute on Deafness and Other Communication Disorders(grant numbers:R01 DC010424); ,Coherent noise;diffuse noise;reverberation;speech enhancement,Coherence;Speech;Microphones;Mathematical model;Signal to noise ratio;Signal processing algorithms
W. Zhixin; C. Cheung-Fat,"Department of Electronic Engineering, City University of Hong Kong, Kowloon, Hong Kong; Department of Electronic Engineering, City University of Hong Kong, Kowloon, Hong Kong",2015,,3D sound;CF-IIR;continuous model;HRIR,Azimuth;Poles and zeros;Signal processing algorithms;Three-dimensional displays;Spatial resolution;Harmonic analysis
S. Li; W. Xu; K. Yang; K. Niu; J. Lin,"Ministry of Education, Beijing University of Posts and Telecommunications, Beijing, Haidian, China; Ministry of Education, Beijing University of Posts and Telecommunications, Beijing, Haidian, China; Ministry of Education, Beijing University of Posts and Telecommunications, Beijing, Haidian, China; Ministry of Education, Beijing University of Posts and Telecommunications, Beijing, Haidian, China; Ministry of Education, Beijing University of Posts and Telecommunications, Beijing, Haidian, China",2015,,Bisection-based algorithm;cognitive relay system;cooperative multicast;multi-group multicast beamforming,Relays;Interference;Array signal processing;Vectors;Tin;Receivers;Algorithm design and analysis
M. Kim; P. Smaragdis,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL, USA; Adobe Systems, Inc.",2015,,Manifold learning;nonnegative matrix factorization;speech enhancement,Dictionaries;Speech;Training;Noise;Speech enhancement;Manifolds;Vectors
S. Mukherjee; S. T. Acton,"Department of ECE, University of Virginia, Charlottesville, VA, USA; Department of ECE, University of Virginia, Charlottesville, VA, USA",2015,National Science Foundation(grant numbers:1062433); ,Active contour;level set;segmentation,Polynomials;Image segmentation;Level set;Lighting;Nonhomogeneous media;Image edge detection
W. B. Kleijn; R. C. Hendriks,"Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; Department of Mediamatics, Delft University of Technology, Delft, CD, Netherlands",2015,,Enhancement;intelligibility;speech,Mutual information;Signal to noise ratio;Noise;Speech enhancement
S. Wang; Y. Wang,"National Engineering Laboratory for Video Technology, Peking University, Beijing, China; National Engineering Laboratory for Video Technology, Peking University, Beijing, China",2015,,Image semantic segmentation;multiscale;weakly supervised learning,Image segmentation;Semantics;Training;Learning systems
R. Jiang; H. Qiao; B. Zhang,"Chinese Academy of Sciences, Institute of Automation, Beijing, China; Chinese Academy of Sciences, Institute of Automation, Beijing, China; AMSS, LSEC & Institute of Applied Mathematics, Beijing, China",2015,"National Natural Science Foundation of China(grant numbers:11131006,61033011,61210009,61379093); ",Graph regularized sparse coding;image classification;image clustering,Linear programming;Image analysis;Optimization;Minimization;Convergence;Image classification
