Authors,Author Affiliations,Publication Year,Funding Information,Author Keywords,IEEE Terms
M. Al-Shoukairi; B. D. Rao,"Department of Electrical and Computer Engineering, University of California, San Diego, California, CA, USA; Department of Electrical and Computer Engineering, University of California, San Diego, California, CA, USA",2022,ONR(grant numbers:N00014-18-1-2038); NSF(grant numbers:CCF-2124929); ,Channel estimation;semi-blind;EM algorithm;massive MIMO;MPDR decoupling;discrete priors,Channel estimation;Covariance matrices;Complexity theory;Signal processing algorithms;MIMO communication;Signal to noise ratio;Maximum likelihood estimation
S. J. Cheon; B. J. Choi; M. Kim; H. Lee; N. S. Kim,"Department of Electrical and Computer Engineering and with the Institute of New Media and Communications, Seoul National University, Gwanak-gu, Seoul, South Korea; Department of Electrical and Computer Engineering and with the Institute of New Media and Communications, Seoul National University, Gwanak-gu, Seoul, South Korea; Department of Electrical and Computer Engineering and with the Institute of New Media and Communications, Seoul National University, Gwanak-gu, Seoul, South Korea; Department of Electrical and Computer Engineering and with the Institute of New Media and Communications, Seoul National University, Gwanak-gu, Seoul, South Korea; Department of Electrical and Computer Engineering and with the Institute of New Media and Communications, Seoul National University, Gwanak-gu, Seoul, South Korea",2022,Institute of Information and Communications Technology Planning and Evaluation; Korea Government(grant numbers:2020-0-00059); ,Disentanglement;mutual information;speech synthesis;style modeling;total correlation,Training;Upper bound;Speech synthesis;Correlation;Mutual information;Synthesizers;Estimation
X. Li; Y. Fan; Z. Rao; G. Lv; S. Liu,"School of Electronics and Information, Northwestern Polytechnical University, Xian, China; School of Electronics and Information, Northwestern Polytechnical University, Xian, China; School of Electronics and Information, Northwestern Polytechnical University, Xian, China; School of Electronics and Information, Northwestern Polytechnical University, Xian, China; Content Production Center of Virtual Reality, Beijing, China",2022,Research and Development Plan of Shaanxi Province(grant numbers:2020ZDLGY04-09); ,Domain adaptation;stereo matching;spatial feature transform;edge cues,Image edge detection;Generators;Transforms;Fuses;Training;Task analysis;Image reconstruction
J. Wang; C. Zheng; X. Yang; L. Yang,"School of Mathematics and Statistics, Henan University, Kaifeng, China; School of Mathematics and Statistics, Henan University, Kaifeng, China; School of Mathematics and Statistics, Henan University, Kaifeng, China; School of Mathematics and Statistics, Henan University, Kaifeng, China",2022,"National Natural Science Foundation of China(grant numbers:41771375,31860182,41961053); Scientific and Technological Innovation Talent in the universities of Henan Province(grant numbers:22HASTIT015); Henan Association for Science and Technology(grant numbers:2020hytp013); Youth key teacher of Henan(grant numbers:2020GGJS030); ",Face recognition;loss function;adaptive weight,Training;Face recognition;Loss measurement;Weight measurement;Signal processing algorithms;Optimization;Feature extraction
N. Wang; Z. Cui; Y. Su; C. He; A. Li,"Xi'an Research Institute of High-tech, Xi'an, China; Xi'an Research Institute of High-tech, Xi'an, China; Xi'an Research Institute of High-tech, Xi'an, China; Xi'an Research Institute of High-tech, Xi'an, China; Xi'an Research Institute of High-tech, Xi'an, China",2022,"National Natural Science Foundation of China(grant numbers:61773389); China Postdoctoral Science Foundation(grant numbers:2019,M663635); Natural Science Foundation of Shaanxi Province(grant numbers:2020JQ-298); ",Single image dehazing;multiscale supervision;attention mechanism,Feature extraction;Convolution;Image color analysis;Image restoration;Learning systems;Semantics;Atmospheric modeling
Y. Yu; Y. Zeng; H. Hu; D. Chen,"School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, China; School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, China; School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, China; School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, China",2022,Science and Technology Program of Guangdong Province(grant numbers:2019B010140002); ,Person Re-identification;unsupervised person Re-identification;contrastive learning,Training;Residual neural networks
Z. Zhao; S. S&#x00E4;rkk&#x00E4;,"Department of Electrical Engineering and Automation, Aalto University, Espoo, Helsinki, Finland; Department of Electrical Engineering and Automation, Aalto University, Espoo, Helsinki, Finland",2022,"Sähkötekniikan Korkeakoulu, Aalto-yliopisto; ",State-space models;continuous-discrete filtering and smoothing;non-linear filtering and smoothing;stochastic differential equations;Taylor moment expansion,Smoothing methods;Mathematical models;Signal processing algorithms;Numerical models;Approximation algorithms;Stochastic processes;Frequency modulation
D. Shi; W. -S. Gan; B. Lam; X. Shen,"School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore, Singapore; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore, Singapore; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore, Singapore; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore, Singapore",2022,Singapore Ministry of National Development and the National Research Foundation Prime Ministers Office under the Cities of Tomorrow CoT Research Programme(grant numbers:COT-V4-2019-1); ,Active noise control (ANC);output constraint;minimum output variance (MOV);filtered reference least mean squares (FxLMS) algorithm,Signal processing algorithms;Filtering algorithms;Adaptive filters;Power generation;Optimal control;Power amplifiers;Noise reduction
W. Gao; J. Chen; C. Richard; W. Shi; Q. Zhang,"School of Computer Science and Telecommunication Engineering, Jiangsu University, Zhenjiang, China; School of Marine Science and Technology, Northwestern Polytechnical University, Xi’an, China; CNRS, OCA, Université Côte d’Azur, Nice, France; School of Marine Science and Technology, Northwestern Polytechnical University, Xi’an, China; School of Marine Science and Technology, Northwestern Polytechnical University, Xi’an, China",2022,"National NSFC(grant numbers:62171205,62171380); ",Transient analysis;sparse system;online identification; $\ell _1$ -RLS,Transient analysis;Signal processing algorithms;Mathematical models;Mean square error methods;Gaussian distribution;Correlation;Analytical models
A. H. Song; B. Tolooshams; D. Ba,"Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, MA, USA; School of Engineering and Applied Sciences, Harvard University, Allston, MA, USA; School of Engineering and Applied Sciences, Harvard University, Allston, MA, USA",2022,Samsung; ,Convolutional dictionary learning;Gaussian process;exponential family;Wiener filter;smoothness,Dictionaries;Kernel;Convolution;Signal to noise ratio;Machine learning;Gaussian processes;Signal processing algorithms
S. Zhao; N. Guo; X. -P. Zhang; X. Cui; M. Lu,"Department of Electrical Computer and Biomedical Engineering, Ryerson University, Toronto, ON, Canada; Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electrical Computer and Biomedical Engineering, Ryerson University, Toronto, ON, Canada; Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China",2022,Natural Sciences and Engineering Research Council of Canada(grant numbers:RGPIN-2020-04661); ,Two-way time-of-arrival (TOA);closed-form;localization and synchronization (LAS);motion;clock drift,Clocks;Noise measurement;Location awareness;Iterative methods;Synchronization;Mathematical models;Biomedical measurement
X. Xiang; X. Zhang; H. Chen,"Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China; Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China; Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China",2022,,Speech enhancement;multi-scale aggregation block;self-attention;dense connectivity;time-domain,Convolution;Speech enhancement;Feature extraction;Decoding;Time-domain analysis;Signal to noise ratio;Sensors
W. Zhai; X. Wang; M. S. Greco; F. Gini,"School of Electronic and Information Engineering, Beihang University, Beijing, China; School of Electronic and Information Engineering, Beihang University, Beijing, China; Department of Information Engineering, University of Pisa, Pisa, Italy; Department of Information Engineering, University of Pisa, Pisa, Italy",2022,"National Natural Science Foundation of China(grant numbers:62071021,61827901); ",Beampattern synthesis;frequency diverse array;virtual array;time invariant;convex relaxtion,Antenna arrays;Time-frequency analysis;Frequency synthesizers;Transmitting antennas;Optimization;Linear antenna arrays;Frequency diversity
P. Li; J. Li; P. Ma; X. Zhang,"Department of Electronic and Information Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Department of Electronic and Information Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Department of Electronic and Information Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Department of Electronic and Information Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China",2022,"National Key Research and Development Project(grant numbers:2020YFB1807602,2020YFB1807604); China NSF(grant numbers:61971217,61971218,61631020,61601167); Sonar technology key laboratory; Postdoctoral Research Funds(grant numbers:2020Z013); China Postdoctoral Science Foundation(grant numbers:2020M681585); ",Array processing;direct position determination;array orientation,Optimized production technology;Signal to noise ratio;Location awareness;Array signal processing;Sensor arrays;Extraterrestrial measurements;Uncertainty
J. Guo; Q. Liu; E. Chen,"School of Information Engineering, Zhengzhou University, Zhengzhou, China; School of Information Engineering, Zhengzhou University, Zhengzhou, China; School of Information Engineering, Zhengzhou University, Zhengzhou, China",2022,"National Natural Science Foundation of China(grant numbers:U1804152,62101503,61806180); ",Multimodal action recognition;TD3;fusion weight allocation;deep reinforcement learning,Reinforcement learning;Resource management;Data models;Signal processing algorithms;Task analysis;Neural networks;Decision making
X. Li; X. Xiu; W. Liu; Z. Miao,"School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; School of Mechatronic Engineering and Automation, Shanghai University, Shanghai, China; School of Intelligent Systems Engineering, Sun Yat-sen University, Guangzhou, China; School of Mechatronic Engineering and Automation, Shanghai University, Shanghai, China",2022,National Natural Science Foundation of China(grant numbers:12001019); Natural Science Foundation of Shanghai(grant numbers:19ZR1420800); ,Multi-view learning;generalized canonical correlation analysis (GCCA);sparse optimization;Newton method,Optimization;Signal processing algorithms;Minimization;Mathematical models;Correlation;Convergence;Sparse matrices
Y. Xu; T. Zhao; P. Zhong,"College of Information and Electrical Engineering, China Agricultural University, Beijing, China; College of Information and Electrical Engineering, China Agricultural University, Beijing, China; College of Science, China Agricultural University, Beijing, China",2022,,Linguistic steganalysis;neural networks;small-scale concealed scenarios;feature interaction,Feature extraction;Linguistics;Semantics;Training;Payloads;Steganography;Neural networks
G. Li; Y. Gu; J. Ding,"Department of Electrical Engineering, Princeton University, Princeton, NJ, USA; Department of Electrical and Computer Engineering, Tsinghua University, Beijing, China; School of Statistics, University of Minnesota, Minneapolis, MN, USA",2022,,Generalization error;model complexity;neural network;regularization,Biological neural networks;Complexity theory;Neurons;Training;Approximation error;Convergence;Computational modeling
W. Guo; X. Xiao; Y. Hui; W. Yang; A. Sadovnik,"Xidian University, School of Telecommunications Engineering, Xian, China; Xidian University, School of Telecommunications Engineering, Xian, China; Xidian University, School of Telecommunications Engineering, Xian, China; Key Laboratory of Information Science and Technology International Graduate School, Tsinghua University, Shenzhen, China; Department of Electrical Engineering and Computer Science, University of Tennessee, Knoxville, TN, USA",2022,"National Natural Science Foundation of China(grant numbers:61901341,61403291); China Postdoctoral Science Foundation(grant numbers:2021TQ0260); National Natural Science Foundation of Shaanxi Province(grant numbers:2020JQ-301); ",Blur detection;convolution neural network;heterogeneous design;nested structure;semantic information,Decoding;Feature extraction;Convolution;Image segmentation;Semantics;Testing;Task analysis
S. Kay,"Department of Electrical, Computer, and Biomedical Engineering, University of Rhode Island, Kingston, RI, USA",2022,,Signal detection;principal component analysis;inference algorithms,Probability density function;Mean square error methods;Gaussian noise;Dimensionality reduction;Bayes methods;Standards;Manifolds
W. Jiang; Y. Li; M. Liao; S. Wang,"School of Information and Electronics, Beijing Institute of Technology, Beijing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China; Peng Cheng Laboratory, Shenzhen, China",2022,National Natural Science Foundation of China(grant numbers:61901032); ,Local dense connection U-net;low probability of intercept;noise-robust;time-frequency analysis;waveform recognition,Radar;Time-frequency analysis;Signal to noise ratio;Decoding;Radar imaging;Convolution;Training
H. Song; S. Deng; J. Han,"School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China; School of Mathematical Science, Harbin Normal University, Harbin, China; School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China",2022,"National Natural Science Foundation of China(grant numbers:U1736210,61771173); ",Acoustic scene classification;CNN;relation modeling;sound event classification,Time-frequency analysis;Spectrogram;Psychoacoustic models;Task analysis;Neural networks;Indexes;Correlation
Q. Wang; G. Sun; H. Fan; W. Li; Y. Tang,"Key Laboratory of Manufacturing Industrial Integrated, Shenyang University, Shenyang, Liaoning, China; State Key Laboratory of Robotics, Shenyang Institute of Automation, Chinese Academy of Sciences, Shenyang, China; State Key Laboratory of Robotics, Shenyang Institute of Automation, Chinese Academy of Sciences, Shenyang, China; State Key Laboratory of Robotics, Shenyang Institute of Automation, Chinese Academy of Sciences, Shenyang, China; State Key Laboratory of Robotics, Shenyang Institute of Automation, Chinese Academy of Sciences, Shenyang, China",2022,"National Natural Science Foundation of China(grant numbers:62073205,61991413,62003336,61903358); Liaoning Key Research and Development(grant numbers:2019JH2/10300014); ",Across-scale attention networks;feature representation;image deraing,Rain;Image reconstruction;Training;Feature extraction;Convolutional neural networks;Sun;Predictive models
J. Zhang; X. Zhao; X. He; H. Zhang,"State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China",2022,"National Natural Science Foundation of China(grant numbers:U1736214,61972390,61802393,61872356,61902391); National Key Technology Research and Development Program(grant numbers:2019QY0701); ",Robust steganography;JPEG steganography;JPEG recompression,Robustness;Discrete cosine transforms;Transform coding;Steganography;Costs;Distortion;Social networking (online)
Q. Fan; Y. Liu; T. Yang; H. Peng,"School of Electronic Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China",2022,National Key Laboratory of Science and Technology Foundation(grant numbers:6142216180505); ,Virtual coarray interpolation;spectrum estimation;coprime sampling;truncated nuclear norm,Covariance matrices;Interpolation;Spectral analysis;Estimation;Direction-of-arrival estimation;Simulation;Signal processing algorithms
Y. Liu; H. Yin; J. Wan; Z. Liu; A. Chong,"School of Computer and Information Technology, Beijing Key Laboratory of Traffic Data Analysis and Mining, Beijing Jiaotong University, Beijing, China; School of Computer and Information Technology, Beijing Key Laboratory of Traffic Data Analysis and Mining, Beijing Jiaotong University, Beijing, China; School of Computer and Information Technology, Beijing Key Laboratory of Traffic Data Analysis and Mining, Beijing Jiaotong University, Beijing, China; School of Computer and Information Technology, Key Laboratory of Beijing for Railway Engineering, Beijing Jiaotong University, Beijing, China; School of Computer and Information Technology, Key Laboratory of Beijing for Railway Engineering, Beijing Jiaotong University, Beijing, China",2022,"Beijing Municipal Education commission(grant numbers:KJZD20191000402); National Natural Science Foundation of China(grant numbers:51827813,61472029); ",Image dehazing;feature fusion;edge aware,Image edge detection;Feature extraction;Training;Convolution;Decoding;Task analysis;Image restoration
Z. Li; B. Tang; J. Shi; Q. Zhou,"College of Electronic Engineering, National University of Defense Technology, Hefei, China; College of Electronic Engineering, National University of Defense Technology, Hefei, China; College of Electronic Engineering, National University of Defense Technology, Hefei, China; College of Electronic Engineering, National University of Defense Technology, Hefei, China",2022,"National Natural Science Foundation of China(grant numbers:61901511,62001510,62071476,62171450); Natural Science Foundation of Anhui Province(grant numbers:2108085QF257,2108085J30); National University of Defense Technology(grant numbers:ZK19-10,ZK20-22,ZK20-33); ",MIMO-STAP;maximin joint design;transmit waveform;receive filter bank;target uncertainty;FPP-SCA,Signal to noise ratio;Uncertainty;Doppler effect;Clutter;MIMO radar;Object detection;Optimization
S. Zhu; Y. Zhang; K. He; L. Zhao,"Key Laboratory of Advanced Design and Intelligent Computing, Dalian University, Dalian, China; Key Laboratory of Advanced Design and Intelligent Computing, Dalian University, Dalian, China; Key Laboratory of Advanced Design and Intelligent Computing, Dalian University, Dalian, China; Key Laboratory of Advanced Design and Intelligent Computing, Dalian University, Dalian, China",2022,Liaoning United Foundation(grant numbers:U1908214); Liaoning Key R&D Program(grant numbers:2019JH2/10100030); LiaoNing Revitalization Talents Program(grant numbers:XLYC2008017); ,Acoustic word embedding;query-by-example;quadruplet network;attention mechanism,Acoustics;Training;Vocabulary;Linear programming;Task analysis;Speech recognition;Phonetics
J. Ye; Q. Xiao; J. Wang; H. Zhang; J. Deng; Y. Lin,"Beijing Key Lab of Traffic Data Analysis and Mining, School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; Beijing Key Lab of Traffic Data Analysis and Mining, School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; Beijing Key Lab of Traffic Data Analysis and Mining, School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; Beijing Key Lab of Traffic Data Analysis and Mining, School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; Beijing Key Lab of Traffic Data Analysis and Mining, School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; Beijing Key Lab of Traffic Data Analysis and Mining, School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China",2022,Fundamental Research Funds for the Central Universities(grant numbers:2021JBM007); ,Self-supervised learning;sleep stage classification;EEG;time series analysis;representation learning,Sleep;Task analysis;Physiology;Electroencephalography;Training;Annotations;Time-frequency analysis
P. Zhao; L. Xie; Y. Zhang; Q. Tian,"Cooperative Medianet Innovation Center, Shanghai Jiao Tong University, Shanghai, China; Huawei Inc., Shenzhen, Guangdong, China; Cooperative Medianet Innovation Center, Shanghai Jiao Tong University, Shanghai, China; Huawei Inc., Shenzhen, Guangdong, China",2022,National Key R&amp;D Program of China(grant numbers:2019YFB1804304); 111 plan(grant numbers:BP0719010); Science and Technology Commission of Shanghai Municipality(grant numbers:18DZ2270700); State Key Laboratory of UHD Video and Audio Production and Presentation; ,Temporal action localization;anchor-free;transformer,Proposals;Transformers;Videos;Location awareness;Training;Feature extraction;Convolution
D. Xue; L. S. DeBrunner; V. DeBrunner; Z. Huang,"Beijing National Research Center for Information Science and Technology, Tsinghua University, Beijing, China; Department of Electrical and Computer Engineering, Florida State University, Tallahassee, FL, USA; Department of Electrical and Computer Engineering, Florida State University, Tallahassee, FL, USA; Beijing National Research Center for Information Science and Technology, Tsinghua University, Beijing, China",2022,,DHT;HOT;Hirschman;split-radix;FFT;algorithm;complexity;signal processing;convolution,Signal processing algorithms;Discrete Fourier transforms;Shape;Arithmetic;Hardware;Convolution;Computational complexity
P. Liu; Z. Zhang; Z. Meng; N. Gao,"School of Mechanical Engineering, Hebei University of Technology, Tianjin, China; School of Mechanical Engineering, Hebei University of Technology, Tianjin, China; School of Mechanical Engineering, Hebei University of Technology, Tianjin, China; School of Mechanical Engineering, Hebei University of Technology, Tianjin, China",2022,"National Key Research and Development Program of China(grant numbers:2017YFF0106404); National Natural Science Foundation of China(grant numbers:52075147,51675160); ",Depth map super-resolution;convolutional neural network;deformable convolution;fusion,Superresolution;Convolution;Signal resolution;Image restoration;Pattern recognition;Convolutional neural networks;Benchmark testing
P. C. Madhusudana; S. -J. Lee; H. R. Sheikh,"Department of Electrical and Computer Engineering, University of Texas at Austin, Austin, TX, USA; Samsung Research America (SRA), Plano, TX, USA; Samsung Research America (SRA), Plano, TX, USA",2022,,Dead leaves model;disparity estimation;disparity map;natural scene statistics;stereo matching,Three-dimensional displays;Computational modeling;Solid modeling;Estimation;Training;Cameras;Data models
R. Hooda; W. D. Pan,"Department of Electrical and Computer Engineering, The University of Alabama in Huntsville, Huntsville, AL, USA; Department of Electrical and Computer Engineering, The University of Alabama in Huntsville, Huntsville, AL, USA",2022,,Attribute compression;3D Sobel filter;point clouds;RAHT;Dyadic RAHT,Point cloud compression;Three-dimensional displays;Transforms;Transform coding;Image edge detection;Switches;Standards
X. Zhang; X. Wang; P. Cheng,"School of Electronic Engineering, Xidian University, Xi’an, Shaanxi, China; School of Electronic Engineering, Xidian University, Xi’an, Shaanxi, China; School of Electro-Mechanical Engineering, Xidian University, Xi’an, Shaanxi, China",2022,"National Natural Science Foundation of China(grant numbers:61972305,61871308); Key Research and Development Program of Shaanxi(grant numbers:2021ZDLGY02-03); ",Contrastive learning;image retrieval;unsupervised hashing,Codes;Semantics;Training;Image retrieval;Mathematical models;Annotations;Multimedia Web sites
J. Lee; K. Sung-Bin; S. Kang; T. -H. Oh,"Department of Electrical Engineering, Pohang University of Science and Technology, Pohang, South Korea; Department of Electrical Engineering, Pohang University of Science and Technology, Pohang, South Korea; Department of Electrical Engineering, Pohang University of Science and Technology, Pohang, South Korea; Department of Electrical Engineering and Graduate School of Artificial Intelligence, Pohang University of Science and Technology, Pohang, South Korea",2022,"Institute of Information and Communications Technology Planning and Evaluation(grant numbers:2021-0-02068); Artificial Intelligence Innovation Hub(grant numbers:2019-0-01906); Artificial Intelligence Graduate School Program; Ministry of Science and ICT, South Korea; National IT Industry Promotion Agency; ",Hyperbolic space;speaker recognition;model compression;Poincaré ball model;speaker verification,Speaker recognition;Measurement;Geometry;Extraterrestrial measurements;Speech recognition;Neural networks;Training
A. Kulkarni; P. W. Patil; S. Murala,"CVPR Laboratory, Department of Electrical Engineering, IIT Ropar, Rupnagar, Punjab, India; Applied Artificial Intelligence Institute (A2I2), Deakin University, Burwood, VIC, Australia; CVPR Laboratory, Department of Electrical Engineering, IIT Ropar, Rupnagar, Punjab, India",2022,"Science and Engineering Research Board (DST-SERB), India(grant numbers:ECR/2018/001538); ",Lightweight;progressive subtraction;recurrent feature merging;video deraining,Rain;Feature extraction;Convolution;Training;Merging;Kernel;Task analysis
D. Chen; L. Cheng; D. Yao; J. Li; Y. Yan,"Key Laboratory of Speech Acoustics and Content Understanding, Institute of Acoustics, and University of Chinese Academy of Sciences, Beijing, China; Key Laboratory of Speech Acoustics and Content Understanding, Institute of Acoustics, and University of Chinese Academy of Sciences, Beijing, China; Key Laboratory of Speech Acoustics and Content Understanding, Institute of Acoustics, and University of Chinese Academy of Sciences, Beijing, China; Key Laboratory of Speech Acoustics and Content Understanding, Institute of Acoustics, and University of Chinese Academy of Sciences, Beijing, China; Key Laboratory of Speech Acoustics and Content Understanding, Institute of Acoustics, and University of Chinese Academy of Sciences, Beijing, China",2022,National Key Research and Development Program of China(grant numbers:2020YFC2004100); National Natural Science Foundation of China(grant numbers:11911540067); ,Active noise control;deep learning;nonlinear secondary path;adaptive filter,Adaptation models;Signal processing algorithms;Actuators;Training;Mathematical models;Deep learning;Time-domain analysis
J. Taghia; D. Neudek; T. Rosenkranz; H. Puder; R. Martin,"Institute of Communication Acoustics (IKA), Ruhr-Universität Bochum, Bochum, Germany; IKA, Ruhr-Universität Bochum, Bochum, Germany; WS Audiology, Erlangen, Germany; WS Audiology, Erlangen, Germany; IKA, Ruhr-Universität Bochum, Bochum, Germany",2022,,Adaptive step size;noise reduction;MMSE,Smoothing methods;Optimized production technology;Signal to noise ratio;Noise measurement;Spectral analysis;Signal processing;Estimation error
