Authors,Author Affiliations,Publication Year,Funding Information,Author Keywords,IEEE Terms
U. L. Wijewardhana; M. Codreanu; M. Latva-aho,"Department of Communications Engineering, University of Oulu, Oulu, Finland; Department of Communications Engineering, University of Oulu, Oulu, Finland; Department of Communications Engineering, University of Oulu, Oulu, Finland",2017,Academy of Finland and Infotech Oulu Doctoral Program; ,Compressive sensing (CS);interior-point methods;  $l_1$  -regularization;total variation (TV) minimization,TV;Minimization;Transforms;Image reconstruction;Newton method;Noise measurement;Search problems
R. Rui; T. Ardeshiri; H. Nurminen; A. Bazanella; F. Gustafsson,"Department of Automation and Energy, Universidade Federal do Rio Grande do Sul, Porto Alegre, Brazil; Division of Automatic Control, Linköping University, Linköping, Sweden; Department of Automation Science and Engineering, Tampere University of Technology, Tampere, Finland; Division of Automatic Control, Linköping University, Linköping, Sweden; Department of Electrical Engineering, Linköping University, Linköping, Sweden",2017,Conselho Nacional de Desenvolvimento Cientifico e Tecnolõgico; Swedish Research Council; Tampere University of Technology Graduate School; Foundation of Nokia Corporation; Tekniikan edistämissäätiö; ,Kalman filtering;nonlinear filtering;piecewise affine;state-space models,Kalman filters;Computational modeling;Numerical models;Gaussian distribution;Mathematical model;Approximation algorithms;Biological system modeling
P. Wang; P. V. Orlik; K. Sadamoto; W. Tsujita; F. Gini,"Mitsubishi Electric Research Laboratories, Cambridge, MA, USA; Mitsubishi Electric Research Laboratories, Cambridge, MA, USA; Mitsubishi Electric Advanced Technology Center, Amagasaki City, Japan; Mitsubishi Electric Advanced Technology Center, Amagasaki City, Japan; Department of Ingegneria dell’Informazione, University of Pisa, Pisa, Italy",2017,,Frequency modulation;high-order phase function;parameter estimation;polynomial phase signal,Frequency modulation;Kernel;Taylor series;Estimation;Frequency estimation;Indexes
A. Zollanvari,"Department of Electrical and Electronic Engineering, Nazarbayev University, Astana, Kazakhstan",2017,,Bayes error;classification;first-order dependence tree;maximum-weight dependence tree (MWDT),Mutual information;Covariance matrices;Correlation;Random variables;Minimization;Sociology
J. Liu; J. Xu; W. Xu; S. Jin; X. Dong,"National Mobile Communications Research Laboratory, Southeast University, Nanjing, China; National Mobile Communications Research Laboratory, Southeast University, Nanjing, China; National Mobile Communications Research Laboratory, Southeast University, Nanjing, China; National Mobile Communications Research Laboratory, Southeast University, Nanjing, China; Department of Electrical and Computer Engineering, University of Victoria, Victoria, BC, Canada",2017,"973 Program(grant numbers:2013CB329204); National Natural Science Foundation of China (NSFC)(grant numbers:61471114,61531011,61501110); Fundamental Research Funds for the Central Universities; Six Talent Peaks project in Jiangsu Province(grant numbers:GDZB-005); NSFC; Distinguished Young Scholars of China(grant numbers:61625106); NSERC of Canada(grant numbers:261524); ",Analog-to-digital converter (ADC);massive multiple-input multiple-output (MIMO);relay,MIMO;Uplink;Receivers;Antennas;Relay networks (telecommunications);Quantization (signal)
H. Shi; X. Wang; D. Yi; Z. Lei; X. Zhu; S. Z. Li,"Institute of Automation, Chinese Academy of Sciences, Beijing, China; Institute of Automation, Chinese Academy of Sciences, Beijing, China; Alibaba Group, Hangzhou, China; Institute of Automation, Chinese Academy of Sciences, Beijing, China; Institute of Automation, Chinese Academy of Sciences, Beijing, China; Institute of Automation, Chinese Academy of Sciences, Beijing, China",2017,"National Key Research and Development Plan(grant numbers:2016YFC0801002); Chinese National Natural Science Foundation Projects(grant numbers:61473291,61572501,61502491,61572536); AuthenMetric R&D Funds; ",Cross modality;heterogeneous face recognition;joint Bayesian (JB),Face;Face recognition;Probes;Bayes methods;Feature extraction;Gaussian distribution;Measurement
Q. Shen; W. Liu; W. Cui; S. Wu; Y. D. Zhang; M. G. Amin,"School of Information and Electronics, Beijing Institute of Technology, Beijing, China; Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield, U.K.; School of Information and Electronics, Beijing Institute of Technology, Beijing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China; Department of Electrical and Computer Engineering, Temple University, Philadelphia, PA, USA; Center for Advanced Communications, Villanova University, Villanova, PA, USA",2017,Office of Naval Research (ONR)(grant numbers:N00014-13-1-0061); ,Compressive sensing (CS);direction of arrival (DOA) estimation;focusing;group sparsity (GS);high-order difference coarray,Direction-of-arrival estimation;Focusing;Estimation;Wideband;Compressed sensing;Sensors;Discrete Fourier transforms
K. -L. Lim; H. Wang,"Nanyang Technological University, Singapore, Singapore; Nanyang Technological University, Singapore, Singapore",2017,,Fisher vector;Gaussian mixture model;sparse coding;variational inference,Encoding;Computational modeling;Probabilistic logic;Bayes methods;Training;Approximation algorithms;Convex functions
X. Zhang; S. Wang; K. Gu; W. Lin; S. Ma; W. Gao,"Rapid-Rich Object Search Laboratory, Nanyang Technological University, Singapore; Rapid-Rich Object Search Laboratory, Nanyang Technological University, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Singapore; Rapid-Rich Object Search Laboratory, Nanyang Technological University, Singapore; Institute of Digital Media, School of Electronic Engineering and Computer Science, Peking University, Beijing, China; Institute of Digital Media, School of Electronic Engineering and Computer Science, Peking University, Beijing, China",2017,"Rapid-Rich Object Search (ROSE) Laboratory; Nanyang Technological University; National Research Foundation, Singapore; Interactive Digital Media Strategic Research Programme; Peking University; National Basic Research Program of China (973 Program)(grant numbers:2015CB351800); ",Image compression;just-noticeable difference (JND);quantization table;rate-distortion,Quantization (signal);Distortion;Discrete cosine transforms;Transform coding;Rate-distortion;Image coding;Optimization
A. Jukić; T. van Waterschoot; S. Doclo,"Department of Medical Physics and Acoustics, University of Oldenburg, Oldenburg, Germany; Department of Electrical Engineering, KU Leuven, Leuven, Belgium; Department of Medical Physics and Acoustics, University of Oldenburg, Oldenburg, Germany",2017,Marie Curie ITN DREAMS(grant numbers:ITN-GA-2012-316969); Cluster of Excellence 1077 “Hearing4All.”; ,Adaptive filtering;constrained linear prediction;sparsity;speech dereverberation,Speech;Microphones;Optimization;Reverberation;Signal processing algorithms;Adaptation models;Indexes
S. Park; H. Noh; C. Lee,"Department of Electrical and Electronic Engineering, Yonsei University, Seoul, South Korea; Samsung Electronics, Suwon, South Korea; Department of Electrical and Electronic Engineering, Yonsei University, Seoul, South Korea",2017,"Samsung Electronics Co., Ltd.(grant numbers:IO130212-05665-01); ",Limited feedback;massive MIMO system;spatial correlation;trellis-coded quantization (TCQ),Quantization (signal);MIMO;Correlation;Array signal processing;Decoding;Downlink;Antennas
D. Valsesia; E. Magli,"Politecnico di Torino, Torino, Italy; Politecnico di Torino, Torino, Italy",2017,European Research Council; European Community Seventh Framework Programme (FP7/2007-2013)(grant numbers:279848); ,Binary embeddings;random projections,Hamming distance;Distortion;Quantization (signal);Random variables;DH-HEMTs;Information retrieval;Geometry
S. -C. Pei; K. -W. Chang,"Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan; Graduate Institute of Communication Engineering, National Taiwan University, Taipei, Taiwan",2017,"Ministry of Science and Technology, Taiwan(grant numbers:104-2221-E-002-096-MY3); ",Discrete fourier transform;integer matrix;orthnormal basis;Ramanujan sum,Sparse matrices;Discrete Fourier transforms;Error correction;Error correction codes;Indexes
J. A. Maya; L. R. Vega; C. G. Galarza,"Universidad de Buenos Aires, Buenos Aires, Argentina; Universidad de Buenos Aires, Buenos Aires, Argentina; Universidad de Buenos Aires, Buenos Aires, Argentina",2017,"UBACYT(grant numbers:20020130100751BA,20020150200248BA); ",Cumulative distribution function (CDF) approximation;quadratic Gaussian form distribution;tail probability approximation,Probability density function;Random variables;Convergence;Distribution functions;Closed-form solutions;Computational modeling;Upper bound
A. Fascista; G. Ciccarese; A. Coluccia; G. Ricci,"Università del Salento, Lecce, Italy; Università del Salento, Lecce, Italy; Università del Salento, Lecce, Italy; Università del Salento, Lecce, Italy",2017,,Angle of arrival (AOA);positioning;vehicular ad-hoc network (VANET);vehicle-to-infrastructure (V2I),Vehicles;Estimation;Signal to noise ratio;Global Positioning System;Vehicular ad hoc networks;Trajectory;Fading channels
X. Fafoutis; L. Marchegiani; G. Z. Papadopoulos; R. Piechocki; T. Tryfonas; G. Oikonomou,"Department of Electrical and Electronic Engineering, University of Bristol, Bristol, U.K.; Department of Engineering Science, University of Oxford, Oxford, U.K.; IRISA, Télécom Bretagne, Institut Mines-Télécom, Paris, France; Department of Electrical and Electronic Engineering, University of Bristol, Bristol, U.K.; Department of Civil Engineering, University of Bristol, Bristol, U.K.; Department of Electrical and Electronic Engineering, University of Bristol, Bristol, U.K.",2017,Engineering and Physical Sciences Research Council(grant numbers:EP/K031910/1); ,Embedded system security;Internet of Things;security and privacy;wearable systems,Correlation;Privacy;Wireless communication;Biomedical monitoring;Acceleration;Wireless sensor networks;Data privacy
Z. Boulkenafet; J. Komulainen; A. Hadid,"Center for Machine Vision and Signal Analysis, University of Oulu, Oulu, Finland; Center for Machine Vision and Signal Analysis, University of Oulu, Oulu, Finland; Center for Machine Vision and Signal Analysis, University of Oulu, Oulu, Finland",2017,Academy of Finland; Infotech Oulu; ,Biometrics;face antispoofing;face recognition;presentation attacks,Face;Databases;Image color analysis;Feature extraction;Robustness;Encoding;Benchmark testing
J. Guo; T. Xu; Z. Shen; G. Shi,"School of Optical Engineering, Beijing Institute of Technology, Beijing, China; School of Optical Engineering, Beijing Institute of Technology, Beijing, China; School of Optical Engineering, Beijing Institute of Technology, Beijing, China; School of Optical Engineering, Beijing Institute of Technology, Beijing, China",2017,"Major Science Instrument Program of the National Natural Science Foundation of China(grant numbers:61527802); General Program of National Nature Science Foundation of China(grant numbers:61371132,61471043); ",Reliable structures;sparse representation;visual tracking;weight maps,Reliability;Target tracking;Signal processing algorithms;Optimization;Linear programming;Visualization
A. Galdran; J. Vazquez-Corral; D. Pardo; M. Bertalmío,"Tecnalia, E-48160 Derio, Spain; INESC TEC, Porto, Portugal; Basque Center for Applied Mathematics, Bilbao, Spain; INESC TEC, Porto, Portugal",2017,ERC(grant numbers:306337); FEDER(grant numbers:TIN2015-71537-P); ICREA; Spanish government(grant numbers:IJCI-2014-19516); Spanish government(grant numbers:MTM2013-40824-P); BCAM Severo Ochoa accreditation of excellence(grant numbers:SEV-2013-0323); Basque Government CRG(grant numbers:IT649-13); ,Color correction;contrast enhancement;image dehazing;image fusion;variational image processing,Minimization;Degradation;Image color analysis;Atmospheric modeling;Visualization;Lighting;Indexes
T. -S. T. Chan; Y. -H. Yang,"Research Center for Information Technology Innovation, Academia Sinica, Taipei, Taiwan; Research Center for Information Technology Innovation, Academia Sinica, Taipei, Taiwan",2017,,Group-sparse representation (GSR);informed source separation;low-rank representation (LRR);singing voice separation (SVS),Instruments;Dictionaries;Sparse matrices;Signal processing algorithms;Source separation;Spectrogram;Optimization
G. Scarano; A. Petroni; M. Biagi; R. Cusani,"DIET, Universitá “La Sapienza” di Roma, Roma, Italy; DIET, Universitá “La Sapienza” di Roma, Roma, Italy; DIET, Universitá “La Sapienza” di Roma, Roma, Italy; DIET, Universitá “La Sapienza” di Roma, Roma, Italy",2017,,Bussgang equalization;cross relations (CR);decision directed equalization;fractionally spaced equalization;least mean square (LMS),Finite impulse response filters;Blind equalizers;Eigenvalues and eigenfunctions;Quadrature amplitude modulation;Decision feedback equalizers;Cost function
J. Choi,"School of Electrical Engineering and Computer Science, Gwangju Institute of Science and Technology, Gwangju, South Korea",2017,GIST Research Institute; ,Random access;sparse signal recovery,Multiuser detection;Testing;Matching pursuit algorithms;Fading channels;Signal processing algorithms;Greedy algorithms;Silicon carbide
V. J. Traver; P. Latorre-Carmona; E. Salvador-Balaguer; F. Pla; B. Javidi,"Institute of New Imaging Technologies, Jaume I University, Castellón, Spain; Institute of New Imaging Technologies, Jaume I University, Castellón, Spain; Institute of New Imaging Technologies, Jaume I University, Castellón, Spain; Institute of New Imaging Technologies, Jaume I University, Castellón, Spain; Department of Electrical & Computer Engineering, University of Connecticut, Storrs, CT, USA",2017,Generalitat Valenciana(grant numbers:PROMETEOII/2014/062); ,Camera array;classification;gesture recognition;integral imaging;occlusion;RGB-D sensors,Cameras;Gesture recognition;Sensors;Three-dimensional displays;Arrays;Image sensors
V. Välimäki; J. Liski,"Department of Signal Processing and Acoustics, Aalto University, Espoo, Finland; Department of Signal Processing and Acoustics, Aalto University, Espoo, Finland",2017,Nokia Technologies; Aalto University Project(grant numbers:410642); ,Audio systems;equalizers (EQs);IIR filters,Gain;Graphics;Equalizers;Bandwidth;Prototypes;Approximation error
N. Y. Yu,"School of of Electrical Engineering and Computer Science, Gwangju Institute of Science and Technology (GIST), Gwangju, South Korea",2017,GIST Research Institute; ,Circulant matrix;compressed encryption;indistinguishability;relative entropy;wireless security,Entropy;Communication system security;Wireless communication;Wireless sensor networks;Encryption
V. S. S. Nadendla; V. Sharma; P. K. Varshney,"Coordinated Science Laboratory, University of Illinois at Urbana-Champaign, Urbana, IL, USA; Department of Electrical Communication Engineering, Indian Institute of Science, Bangalore, India; Department of Electrical Engineering and Computer Science, Syracuse University, Syracuse, NY, USA",2017,,Detection networks;jamming;multiple access channels;saddle-point equilibrium,Jamming;Sensors;Game theory;Games;Error probability;Antennas;Electronic mail
Z. Zheng; L. Song; Z. Han,"State Key Laboratory of Advanced Optical Communication Systems and Networks, School of Electronics Engineering and Computer Science, Peking University, Beijing, China; State Key Laboratory of Advanced Optical Communication Systems and Networks, School of Electronics Engineering and Computer Science, Peking University, Beijing, China; Department of Electrical and Computer Engineering, University of Houston, Houston, TX, USA",2017,"National 863 Project(grant numbers:2015AA01A709 5G); National Nature Science Foundation of China(grant numbers:U1301255,61461136002); Australian Research Council(grant numbers:DP150104019,FT120100487); U.S. National Science Foundation(grant numbers:CPS-1646607,ECCS-1547201,CCF-1456921,CNS-1443917,ECCS-1405121,NSFC61428101); ",ADMM;big data;game theory;large-scale network,Games;Convergence;Linear programming;Big data;Optimization;Lagrangian functions;Signal processing algorithms
Q. Chen; D. Kang; Y. He; T. -H. Chang; Y. -F. Liu,"School of Mathematical Sciences, Peking University, Beijing, China; State Key Laboratory of Scientific and Engineering Computing, Institute of Computational Mathematics and Scientific/Engineering Computing, Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, China; School of Mathematical Sciences, Peking University, Beijing, China; Shenzhen Research Institute of Big Data, Shenzhen, China; State Key Laboratory of Scientific and Engineering Computing, Institute of Computational Mathematics and Scientific/Engineering Computing, Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, China",2017,"National Natural Science Foundation of China(grant numbers:11671419,11631013,11331012,11571221); National Natural Science Foundation of China(grant numbers:61571385); ",Admission control;SINR constraint;power control;sample approximation;two-timescale approach,Interference;Signal to noise ratio;Approximation algorithms;Signal processing algorithms;Admission control;Fading channels;Transmitters
M. Mostafa,"Institute of Communications and Navigation, German Aerospace Center DLR, Weßling, Germany",2017,,Blanking nonlinearity (BN);Lyapunov functions;orthogonal frequency-division multiplexing (OFDM);recurrent neural networks (RNN),OFDM;Asymptotic stability;Recurrent neural networks;Interference cancellation;Blanking;Stability analysis
D. Orlando,"Università degli Studi Niccolò Cusano, Roma, Italy",2017,,Constant false alarm rate;electronic counter-countermeasure (ECCM);electronic countermeasure;generalized likelihood ratio test (GLRT);noise-like jamming,Jamming;Radar;Electronic countermeasures;Radar antennas;Covariance matrices;Eigenvalues and eigenfunctions;Optimization
R. R. Naidu; C. R. Murthy,"Department of Electrical Communication Engineering, Indian Institute of Science, Bangalore, India; Department of Electrical Communication Engineering, Indian Institute of Science, Bangalore, India",2017,"Postdoctoral Fellowship(grant numbers:2/40(63)/2015/R&D-II/4270); National Board for Higher Mathematics, Government of India; ",Binary sensing matrices;compressed sensing (CS);extremal set theory;restricted isometry property (RIP),Sensors;Sparse matrices;Coherence;Set theory;Compressed sensing;Upper bound;Simulation
I. Selesnick,"Tandon School of Engineering, New York University, NY, USA",2017,NSF(grant numbers:1525398); ONR(grant numbers:N00014-15-1-2314); ,Convex;denoising;sparse;total variation (TV),Noise reduction;TV;Cost function;Convex functions;Standards;Signal processing algorithms;Estimation
F. Grijalva; L. C. Martini; D. Florencio; S. Goldenstein,"School of Electrical and Computer Engineering, University of Campinas, Campinas, Brazil; School of Electrical and Computer Engineering, University of Campinas, Campinas, Brazil; Microsoft Research, Redmond, WA, USA; Institute of Computing, University of Campinas, Campinas, Brazil",2017,"São Paulo Research Foundation (FAPESP)(grant numbers:2012/50468-6,2013/21349-1,2014/14630-9); National Counsel of Technological and Scientific Development (CNPq)(grant numbers:308882/2013-0,454082/2014-2); CAPES; Unicamp's IRB(grant numbers:15641313.7.0000.5404); ",Head-related transfer function (HRTF) interpolation;manifold learning;spatial audio;virtual auditory displays,Manifolds;Interpolation;Ear;Azimuth;Principal component analysis;Databases;Measurement
J. Choi; J. Kim; N. S. Kim,"Department of Electrical and Computer Engineering and the Institute of New Media and Communications, Seoul National University, Seoul, South Korea; Department of Electrical and Computer Engineering and the Institute of New Media and Communications, Seoul National University, Seoul, South Korea; Department of Electrical and Computer Engineering and the Institute of New Media and Communications, Seoul National University, Seoul, South Korea",2017,National Research Foundation of Korea; Korea government (MEST)(grant numbers:NRF-2015R1A2A1A15054343); MSIP; ITRC (Information Technology Research Center)(grant numbers:IITP-2016-H8501-16-1016); IITP (Institute for Information and Communications Technology Promotion); ,Acoustic indoor localization (AIL);time-delay estimation (TDE);time difference of arrival (TDOA);time of arrival (TOA),Receivers;Reverberation;Delay effects;Signal processing algorithms;Estimation;Microphones
F. Tobar; G. Rios; T. Valdivia; P. Guerrero,"Center for Mathematical Modeling, Universidad de Chile, Santiago, Chile; Center for Mathematical Modeling, Universidad de Chile, Santiago, Chile; Center for Mathematical Modeling, Universidad de Chile, Santiago, Chile; Computer Science Department and the Advanced Mining Technology Center, Universidad de Chile, Santiago, Chile",2017,CONICYT(grant numbers:PAI-82140061); Basal-CMM; FONDECYT(grant numbers:3130729); CONICYT-PCHA Doctorado Nacional(grant numbers:2016-21161789); ,Bayesian inference;convolution process;Gaussian process (GP);sensing applications;underdetermined linear systems,Noise measurement;Weight measurement;Extraterrestrial measurements;Robot sensing systems;Linear systems;Gaussian processes
N. T. Nghia; H. D. Tuan; T. Q. Duong; H. V. Poor,"Faculty of Engineering and Information Technology, University of Technology, Sydney, NSW, Australia; Faculty of Engineering and Information Technology, University of Technology, Sydney, NSW, Australia; School of Electronics, Electrical Engineering and Computer Science, Queen's University Belfast, Belfast, United Kingdom; Department of Electrical Engineering, Princeton University, Princeton, NJ, USA",2017,"Australian Research Councils Discovery Projects(grant numbers:DP130104617); U.K. Royal Academy of Engineering Research Fellowship(grant numbers:RF1415/14/22); U.S. National Science Foundation(grant numbers:CMMI-1435778,ECCS-1647198); ",Energy efficiency (EE);multipleinput multiple-output (MIMO) beamforming;secure communication,Throughput;Optimization;Transmitters;Quality of service;MIMO;Interference;Array signal processing
N. K. D. Venkategowda; B. B. Narayana; A. K. Jagannatham,"Department of Electrical Engineering, Indian Institute of Technology Kanpur, Kanpur, India; Department of Electrical Engineering, Indian Institute of Technology Kanpur, Kanpur, India; Department of Electrical Engineering, Indian Institute of Technology Kanpur, Kanpur, India",2017,,Channel uncertainty;decentralized estimation;parameter estimation;robust precoding,Uncertainty;Channel estimation;Estimation;Precoding;Robustness;Parameter estimation;Wireless sensor networks
J. Selva,"Department of Physics, Systems Engineering and Signal Theory, University of Alicante, Alicante, Spain",2017,Spanish Ministry of Economy and Competitiveness and EU FEDER(grant numbers:TIN2014-55413-C2-2-P); ,Barycentric interpolation;iterative methods;maximum likelihood estimation;multiple frequency estimation,Frequency estimation;Maximum likelihood estimation;Complexity theory;Cost function;Interpolation;Iterative methods
M. de La Roche Saint Andre; L. Rieger; M. Hannemose; J. Kim,"EFREI, Villejuif, France; Technische Universität Berlin, Berlin, Germany; Technical University of Denmark, Lyngby, Denmark; School of Electrical Engineering, KAIST, Daejeon, South Korea",2017,National Research Foundation of Korea(grant numbers:NRF-2014R1A2A2A01003140); ,Autoencoder;convolutional neural networks;deconvolution;encoding;image reconstruction;pooling;unpooling,Image reconstruction;Switches;Decoding;Computer architecture;Convolution;Network architecture;Neurons
L. Bondi; L. Baroffio; D. Güera; P. Bestagini; E. J. Delp; S. Tubaro,"Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, Italy; Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, Italy; Video and Image Processing Laboratory, School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN, USA; Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, Italy; Video and Image Processing Laboratory, School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN, USA; Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, Italy",2017,DARPA; Air Force Research Laboratory(grant numbers:FA8750-16-2-0173); ,Camera model identification;convolutional neural networks (CNN);image forensics,Cameras;Training;Signal processing algorithms;Feature extraction;Analytical models;Support vector machines;Pipelines
J. Peng; W. Chen; B. Bai; X. Guo; C. Sun,"Department of Electronic Engineering and Tsinghua National Laboratory for Information Science and Technology (TNList), Tsinghua University, Beijing, China; Department of Electronic Engineering and Tsinghua National Laboratory for Information Science and Technology (TNList), Tsinghua University, Beijing, China; Department of Electronic Engineering and Tsinghua National Laboratory for Information Science and Technology (TNList), Tsinghua University, Beijing, China; Sony China Research Laboratory, Sony (China) Ltd., Beijing, China; Sony China Research Laboratory, Sony (China) Ltd., Beijing, China",2017,"National Natural Science Foundation of China(grant numbers:61671269,61322111,61621091); National Basic Research Program of China(grant numbers:2013CB336600); Sony China Research Laboratory, Sony (China), Ltd; ",Codebook design;constellations;mapping matrices;semidefinite relaxation (SDR);sparse code multiple access (SCMA),Optimization;Constellation diagram;Multiplexing;Matrices;Algorithm design and analysis;Sparse matrices;Complexity theory
