Authors,Author Affiliations,Publication Year,Funding Information,Author Keywords,IEEE Terms
H. Li; K. Yang; R. Duan,"School of Marine Science and Technology, Northwestern Polytechnical University, Xi'an, China; School of Marine Science and Technology, Northwestern Polytechnical University, Xi'an, China; School of Marine Science and Technology, Northwestern Polytechnical University, Xi'an, China",2020,National Natural Science Foundation of China(grant numbers:61901383); Natural Science Foundation of Shaanxi Province(grant numbers:2019JQ633); ,Cross-correlation function;delay-and-sum;multipath time-delay,Sonar equipment;Estimation;Signal processing algorithms;Correlation;Noise measurement;Acoustics;Delays
V. Chavali; K. E. Wage,"Department of Electrical and Computer Engineering, George Mason University, Fairfax, VA, USA; Department of Electrical and Computer Engineering, George Mason University, Fairfax, VA, USA",2020,"Office of Naval Research(grant numbers:N00014-17-1-2734,N00014-18-1-2669); ",Multiplicative processors;sparse arrays;spatial spectrum estimation;distribution of sum of products of independent complex Gaussian random variables,Program processors;Gratings;Probability density function;Random variables;Sensor arrays;Geometry
W. Mack; E. A. P. Habets,"International Audio Laboratories Erlangen (a joint institution of the Friedrich-Alexander-Universität Erlangen-Nürnberg and Fraunhofer IIS), Erlangen, Germany; International Audio Laboratories Erlangen (a joint institution of the Friedrich-Alexander-Universität Erlangen-Nürnberg and Fraunhofer IIS), Erlangen, Germany",2020,,Signal extraction;signal enhancement;time-frequency masking,Time-frequency analysis;Interference;Customer relationship management;Image reconstruction;Estimation;Training;Neural networks
Y. Huang; Z. Tang; D. Chen; K. Su; C. Chen,"Institute of Physics and Information Engineering, Fuzhou University, Fuzhou, China; Institute of Physics and Information Engineering, Fuzhou University, Fuzhou, China; Institute of Physics and Information Engineering, Fuzhou University, Fuzhou, China; Institute of Physics and Information Engineering, Fuzhou University, Fuzhou, China; Institute of Physics and Information Engineering, Fuzhou University, Fuzhou, China",2020,National Science Foundation for Young Scientists of China(grant numbers:61902071); ,Deep neural networks;IoU loss function;mini-batch;semantic segmentation,Training;Integrated circuits;Semantics;Measurement;Image segmentation;Predictive models;Data models
Z. Wang; X. Zhang; Z. Qian,"Shanghai Institute for Advanced Communication and Data Science, Key laboratory of Specialty Fiber Optics and Optical Access Networks, Joint International Research Laboratory of Specialty Fiber Optics and Advanced Communication, Shanghai University, Shanghai, China; Shanghai Institute for Advanced Communication and Data Science, Key Laboratory of Specialty Fiber Optics and Optical Access Networks, Joint International Research Laboratory of Specialty Fiber Optics and Advanced Communication, Shanghai University, Shanghai, China; School of Computer Science, Fudan University, Shanghai, China",2020,"National Natural Science Foundation of China(grant numbers:U1636206,U1736213,U1536108,61525203); Natural Science Foundation of Shanghai(grant numbers:18ZR1427500); ",Cover selection;steganography;distortion,Distortion;Distortion measurement;Feature extraction;Wiener filters;Electronics packaging;Visualization;Mathematical model
E. Brugnoli; E. Toscano; C. Vetro,"National Research Council—Institute for Complex Systems, 00185 Rome, Italy; University of Palermo, 90123 Palermo, Italy; University of Palermo, 90123 Palermo, Italy",2020,,Graph theory;signal processing algorithms;signal reconstruction;spectral analysis,Convergence;Eigenvalues and eigenfunctions;Signal processing algorithms;Laplace equations;Optimized production technology;Iterative algorithms
P. De Handschutter; N. Gillis; A. Vandaele; X. Siebert,"Department of Mathematics and Operational Research, Faculté Polytechnique, Université de Mons, Mons, Belgium; Department of Mathematics and Operational Research, Faculté Polytechnique, Université de Mons, Mons, Belgium; Department of Mathematics and Operational Research, Faculté Polytechnique, Université de Mons, Mons, Belgium; Department of Mathematics and Operational Research, Faculté Polytechnique, Université de Mons, Mons, Belgium",2020,European Research Council(grant numbers:679515); Fonds De La Recherche Scientifique - FNRS; Fonds Wetenschappelijk Onderzoek(grant numbers:O005318F-RG47); ,Archetypal analysis (AA);hyperspectral imaging;nonnegative matrix factorization (NMF);optimization,Signal processing algorithms;Optimization;Standards;Tuning;Hyperspectral imaging;Data models;Dimensionality reduction
S. Xiang; B. Tang,"Department of Electrical and Computer Engineering, Mississippi State University, Mississippi State, MS, USA; Department of Electrical and Computer Engineering, Mississippi State University, Mississippi State, MS, USA",2020,,Abrupt change detection;edge preserving;bilateral filter;event detection,Kernel;Microsoft Windows;Image edge detection;Euclidean distance;Signal processing algorithms;Probability distribution;Change detection algorithms
Y. Yang; F. Gao; C. Qian; G. Liao,"Institute for Artificial Intelligence Tsinghua University, State Key Lab of Intelligent Technologies and Systems, Beijing National Research Center for Information Science and Technology, Department of Automation, Tsinghua University, Beijing, China; Institute for Artificial Intelligence Tsinghua University, State Key Lab of Intelligent Technologies and Systems, Beijing National Research Center for Information Science and Technology, Department of Automation, Tsinghua University, Beijing, China; Department of Electrical and Computer Engineering, University of Virginia, Charlottesville, VA, USA; National Laboratory of Radar Signal Processing, Collaborative Innovation Center of Information Sensing and Understanding, Xidian University, Xi’an, China",2020,"National Natural Science Foundation of China(grant numbers:61831013,61771274,61531011); Natural Science Foundation of Beijing Municipality(grant numbers:4182030,L182042); ",Source number detection;deep neural network;model-driven;non-coherent sources;coherent sources,Eigenvalues and eigenfunctions;Covariance matrices;Signal to noise ratio;Training;Neural networks;Testing;Degradation
X. Ke; Y. Wang; L. Huang,"College of Electronics and Information Engineering, Shenzhen University, Shenzhen, China; College of Electronics and Information Engineering, Shenzhen University, Shenzhen, China; College of Electronics and Information Engineering, Shenzhen University, Shenzhen, China",2020,"National Natural Science Foundation of China(grant numbers:U1713217,61925108); ",Rigid body localization;Cramer-Rao lower bound;clock offsets;semi-definite relaxation,Clocks;Sensors;Noise measurement;Wireless sensor networks;Three-dimensional displays;Pollution measurement;Synchronization
H. Zamani; S. Razavikia; H. Otroshi-Shahreza; A. Amini,"Advanced Communication Research Institute and the Department of Electrical Engineering, Sharif University of Technology, Tehran, Iran; Advanced Communication Research Institute and the Department of Electrical Engineering, Sharif University of Technology, Tehran, Iran; Advanced Communication Research Institute and the Department of Electrical Engineering, Sharif University of Technology, Tehran, Iran; Advanced Communication Research Institute and the Department of Electrical Engineering, Sharif University of Technology, Tehran, Iran",2020,Iran National Science Foundation; ,,Training;Taylor series;Recurrent neural networks;Brain modeling;Blind source separation;Blindness
M. H. Shah; X. Dang,"College of Electronics and Information Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of Electronics and Information Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China",2020,"Natural Science Foundation of China(grant numbers:61571224,61971221,61971220); Six Talent Peaks Project in Jiangsu, China; ",Modulation classification;Bhattacharyya distance;feature selection;deep learning;RBFN;CNN,Modulation;Feature extraction;Training;Neural networks;Probability distribution;Signal processing algorithms;Complexity theory
A. R. Sadri; M. E. Celebi; N. Rahnavard; S. E. Viswanath,"Department of Biomedical Engineering, Case Western Reserve University, Cleveland, OH, USA; School of Computer Science, University of Central Arkansas, Conway, AR, USA; School of Electrical Engineering and Computer Science, University of Central Florida, Orlando, FL, USA; Department of Biomedical Engineering, Case Western Reserve University, Cleveland, OH, USA",2020,,Wavelet network;sparse representation;non-convex regularization;system identification,Signal processing algorithms;Training;Linear regression;Wavelet transforms;Computational modeling;Mathematical model;Optimization
Y. Quan; H. Teng; T. Liu; Y. Huang,"School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China",2020,"National Natural Science Foundation of China(grant numbers:61872151,61602184,61902130,61672241,U1611461); Natural Science Foundation of Guangdong Province(grant numbers:2017A030313376,2016A030308013); Fundamental Research Funds for the Central Universities(grant numbers:x2js-D2181690,x2js-D2190650); China Postdoctoral Science Foundation(grant numbers:2019M652896); ",Texture segmentation;sparse coding;weakly-supervised learning;geometric constraints,Image segmentation;Encoding;Task analysis;Feature extraction;Deep learning;Magnetic resonance imaging
I. Santos; J. J. Murillo-Fuentes; E. Arias-de-Reyna,"Departamento de Teoría de la Señal y Comunicaciones, Universidad de Sevilla, 41092 Seville, Spain; Departamento de Teoría de la Señal y Comunicaciones, Universidad de Sevilla, 41092 Seville, Spain; Departamento de Teoría de la Señal y Comunicaciones, Universidad de Sevilla, 41092 Seville, Spain",2020,Spanish Government(grant numbers:TEC2016-78434-C3-2-R); European Union (FEDER); ,Expectation propagation (EP);MMSE;low-complexity;turbo equalization;ISI;Wiener;Kalman,Equalizers;Decoding;Gaussian approximation;Approximation algorithms;Computational complexity;Proposals;Kalman filters
H. Lim; Y. Kim; J. Goo; H. Kim,"School of Electrical Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea; Artificial Intelligence Laboratory, LG Electronics, Seoul, South Korea; School of Electrical Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea; School of Electrical Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea",2020,"Ministry of Trade, Industry and Energy (MOTIE, South Korea); Industrial Technology Innovation(grant numbers:10063424); ",Interlayer selective attention network (ISAN);acoustic word embedding,Acoustics;Encoding;Noise measurement;Task analysis;Robustness;Google;Training data
Y. Lee; J. Min; D. K. Han; H. Ko,"School of Electrical Engineering, Korea University, Seoul, South Korea; School of Electrical Engineering, Korea University, Seoul, South Korea; Information Science Division, US Army Research Laboratory, Adelphi, MD, USA; School of Electrical Engineering, Korea University, Seoul, South Korea",2020,Korea Environment Industry & Technology Institute; Korea Ministry of Environment(grant numbers:2017000210001); U.S. Army Research Laboratory; ,Deep neural networks;attention mechanism;voice activity detection;speech activity detection;speech detection,Noise measurement;Voice activity detection;Signal to noise ratio;Training;Acoustics;Feature extraction;Learning systems
G. Wang; A. R. Adhikary; Z. Zhou; Y. Yang,"School of Mathematics, Southwest Jiaotong University, Chengdu, China; School of Information Science and Technology, Southwest Jiaotong University, Chengdu, China; School of Mathematics, Southwest Jiaotong University, Chengdu, China; School of Mathematics, Southwest Jiaotong University, Chengdu, China",2020,"National Natural Science Foundation of China(grant numbers:61661146003,61672028,61771016); Application Fundamental Research Plan Project of Sichuan Province(grant numbers:2018JY0046); Higher Education Discipline Innovation Project(grant numbers:111-2-14); ",Complementary sets (CSs);Golay complemen-tary pair (GCP),Sequences;OFDM modulation;Boolean functions
K. J. Chung; R. Souza; R. Frayne,"Departments of Radiology and Clinical Neuroscience, Hotchkiss Brain Institute, University of Calgary, Calgary, AB, Canada; Departments of Radiology and Clinical Neuroscience, Hotchkiss Brain Institute, University of Calgary, Calgary, AB, Canada; Departments of Radiology and Clinical Neuroscience, Hotchkiss Brain Institute, University of Calgary, Calgary, AB, Canada",2020,Natural Science and Engineering Research Council; AWS Cloud Credits for Research program; NSERC CREATE I3T Award; ,Convolutional neural network (CNN);image reconstruction;JPEG decompression;teleradiography,Discrete cosine transforms;Transform coding;Image coding;Image restoration;Biological neural networks;Quantization (signal);Training
A. R. Adhikary; P. Sarkar; S. Majhi,"School of Information Science and Technology, Southwest Jiaotong University, Chengdu, China; Department of Mathematics, Indian Institute of Technology Patna, Patna, India; Department of Electrical Engineering, Indian Institute of Technology Patna, Patna, India",2020,"Visvesvaraya Young Faculty Research Fellowship, Ministry of Electronics and Information Technology, Government of India; ",Even-length binary Z-complementary pairs (EB-ZCPs);Generalized Boolean functions (GBFs);Golay complementary pair (GCP);Zero correlation zone (ZCZ);Z-complementary pair (ZCP),Boolean functions;Zero correlation zone;Fans;Interference;Indexes;Correlation
P. Tang; Y. -L. Wang; W. Liu; Q. Du; C. Wu; W. Chen,"School of Electronic Information, Wuhan University, Wuhan, China; Wuhan Electronic Information Institute, Wuhan, China; Wuhan Electronic Information Institute, Wuhan, China; Wuhan Electronic Information Institute, Wuhan, China; Wuhan Electronic Information Institute, Wuhan, China; School of Electronic Information, Wuhan University, Wuhan, China",2020,Natural Science Foundation of Hubei Province(grant numbers:2017CFB589); National Natural Science Foundation of China; Civil Aviation Administration of China(grant numbers:U1733116); ,Tunable detector;signal mismatch;distributed target;multichannel signal detection,Detectors;Radar;Covariance matrices;Computational modeling;Data models;Object detection;Light rail systems
S. Hong; J. Ryu,"T-Brain, AI Center, SK Telecom, Seoul, South Korea; Department of Computer Science, Hanyang University, Seoul, South Korea",2020,National Research Foundation of Korea; Ministry of Education(grant numbers:NRF-2017R1A6A3A11031193); ,Low-resolution face recognition;image-to-image translation;domain adaptation;attention;face augmentation,Probes;Face recognition;Face;Feature extraction;Generators;Spatial resolution
H. Ma; Z. Lin; S. T. Acton,"Charles L. Brown Department of Electrical and Computer Engineering, University of Virginia, Charlottesville, VA, USA; Charles L. Brown Department of Electrical and Computer Engineering, University of Virginia, Charlottesville, VA, USA; Charles L. Brown Department of Electrical and Computer Engineering, University of Virginia, Charlottesville, VA, USA",2020,Army Research Office(grant numbers:W911NF-15-1-0275); ,Average peak-to-correlation energy;correlation filter;principle component analysis;scale estimation;visual object tracking,Estimation;Correlation;Standards;Target tracking;Robustness;Benchmark testing;Proposals
L. Zhou; G. Feng; L. Shen; X. Zhang,"School of Communication and Information Engineering, Shanghai University, Shanghai, China; School of Communication and Information Engineering, Shanghai University, Shanghai, China; School of Communication and Information Engineering, Shanghai University, Shanghai, China; School of Communication and Information Engineering, Shanghai University, Shanghai, China",2020,"Natural Science Foundation of Shanghai, China(grant numbers:19ZR1419000); National Natural Science Foundation of China(grant numbers:U1536109,61931022,U1936214,U1636206,61525203); ",Steganography;adversarial attacks;GAN;security,Security;Generative adversarial networks;Training;Distortion;Generators;Deep learning;Neural networks
K. Slavakis; S. Banerjee,"Department of Electrical Engineering, University at Buffalo, The State University of New York, Buffalo, NY, USA; Department of Electrical Engineering, University at Buffalo, The State University of New York, Buffalo, NY, USA",2020,NSF(grant numbers:CIF 1718796); ,RLS;robust;outliers;sparsity,Task analysis;Convergence;Data models;Computational modeling;Correlation;Numerical models;Zinc
S. Gu; J. Hou; H. Zeng; H. Yuan,"City University of Hong Kong Shenzhen Research Institute, Shenzhen, China; Department of Computer Science, City University of Hong Kong, Kowloon, Hong Kong; School of Information Science and Engineering, Huaqiao University, Xiamen, China; School of Information Science and Engineering, Shandong University, Qingdao, China",2020,National Natural Science Foundation of China(grant numbers:61871342); ,3D point cloud;compression;prediction;graph structure,Three-dimensional displays;Geometry;Transforms;Encoding;Image color analysis;Color;Redundancy
H. Wang; S. Wang; T. Li; H. Yin; L. Yu,"College of Electronic Information and Communications, Huazhong University of Science and Technology, Wuhan, China; College of Electronic Information and Communications, Huazhong University of Science and Technology, Wuhan, China; College of Electronic Information and Communications, Huazhong University of Science and Technology, Wuhan, China; School of Communication Engineering Hangzhou Dianzi University, Hangzhou, China; College of Electronic Information and Communications, Huazhong University of Science and Technology, Wuhan, China",2020,"National Natural Science Foundation of China(grant numbers:61871437,61572449); Natural Science Foundation of Hubei Province of China(grant numbers:2019CFA022); National Key Research and Development Project(grant numbers:2018YFC0830106); ",JND estimation;perceptual surprise;masking,Visualization;Estimation;Entropy;Neurons;Visual perception;Neuroscience;Brain modeling
M. Cotescu; T. Drugman; G. Huybrechts; J. Lorenzo-Trueba; A. Moinet,"TTS Research, Amazon.com Inc, Cambridge, U.K.; TTS Research, Amazon.com Inc, Cambridge, U.K.; TTS Research, Amazon.com Inc, Cambridge, U.K.; TTS Research, Amazon.com Inc, Cambridge, U.K.; TTS Research, Amazon.com Inc, Cambridge, U.K.",2020,,Whispered speech conversion;voice conversion (VC);whispered text to speech (TTS),Feature extraction;Training;Computational modeling;Mel frequency cepstral coefficient;Speech synthesis
Y. Niu; B. Tondi; Y. Zhao; M. Barni,"Institute of Information Science, Beijing Jiaotong University, Beijing, China; Department of Information Engineering and Mathematical Sciences, University of Siena, Siena SI, Italy; Institute of Information Science, Beijing Jiaotong University, Beijing, China; Department of Information Engineering and Mathematical Sciences, University of Siena, Siena SI, Italy",2020,"DARPA; Air Force Research Laboratory(grant numbers:FA8750-16-2-0173); National Key Research and Development of China(grant numbers:2016YFB0800404); National Science Foundation of China(grant numbers:U1936212,61532005); China Scholarship Council; ",Digital image forensics;deep learning for forensics;double JPEG compression;quantization matrix estimation,Quantization (signal);Estimation;Image coding;Transform coding;Training;Image forensics;Testing
T. Shen; C. Gou; J. Wang; F. -Y. Wang,"Institute of Automation, State Key Laboratory for Management and Control of Complex Systems, Chinese Academy of Sciences, Beijing, China; School of Intelligent Systems Engineering, Sun Yat-sen University, Guangzhou, China; Institute of Automation, State Key Laboratory for Management and Control of Complex Systems, Chinese Academy of Sciences, Beijing, China; Institute of Automation, State Key Laboratory for Management and Control of Complex Systems, Chinese Academy of Sciences, Beijing, China",2020,"National Natural Science Foundation of China(grant numbers:61806198,61533019); ",Mixed-supervision;deep learning;segmentation and classification;mammogram,Cancer;Breast;Mammography;Image segmentation;Feature extraction;Lesions;Training
L. Gao; G. Battistelli; L. Chisci,"Dipartimento di Ingegneria dell’Informazione (DINFO), Università degli Studi di Firenze, Firenze, Italy; Dipartimento di Ingegneria dell’Informazione (DINFO), Università degli Studi di Firenze, Firenze, Italy; Dipartimento di Ingegneria dell’Informazione (DINFO), Università degli Studi di Firenze, Firenze, Italy",2020,,Generalized covariance intersection;Kullback-Leibler divergence;random finite set;data fusion;linear opinion pool,Radio frequency;Probability density function;Peer-to-peer computing;Nickel;Wireless sensor networks;Minimization;Bayes methods
J. Y. Choi; B. Lee,"Division of Computer and Electronic Systems Engineering, Hankuk University of Foreign Studies, Yongin, South Korea; Department of Information and Communications Engineering, Chosun University, Gwangju, South Korea",2020,Hankuk University of Foreign Studies Research Fund; National Research Foundation of Korea; Korea government(grant numbers:NRF-2019R1A4A1029769); ,Alzheimer's disease classification;ensemble deep learning;generalization loss,Magnetic resonance imaging;Optimization;Alzheimer's disease;Deep learning;Training;Three-dimensional displays
R. Hostettler; F. Tronarp; Á. F. García-Fernández; S. Särkkä,"Department of Engineering Sciences, Uppsala University, Uppsala, Sweden; Department of Electrical Engineering and Automation, Aalto University, Espoo, Finland; Department of Electrical Engineering and Electronics, University of Liverpool, Liverpool, U.K.; Department of Electrical Engineering and Automation, Aalto University, Espoo, Finland",2020,Aalto ELEC Doctoral School; Academy of Finland; ,State estimation;particle filters;Monte Carlo methods;nonlinear systems;posterior linearization,Approximation methods;Monte Carlo methods;Gaussian processes;Iterative methods;Particle filters;State estimation;Nonlinear systems;State-space methods
S. Xu; S. Han; W. Meng; L. He,"Communications Research Center, Harbin Institute of Technology, Harbin, China; Communications Research Center, Harbin Institute of Technology, Harbin, China; Communications Research Center, Harbin Institute of Technology, Harbin, China; Electrical Engineering Department, University of California, Los Angeles, CA, USA",2020,"National Natural Science Foundation of China(grant numbers:6142104180402,61831002); Open Foundation of State key Laboratory of Networking and Switching Technology; Beijing University of Posts and Telecommunications(grant numbers:SKLNST-2019-2-10); National Key R & D Program of China(grant numbers:2018YFC0807101); ",Correlation;cooperative jamming;quality-of-service;Gaussian uncertainties;semi-definite relaxation,Probabilistic logic;Array signal processing;Signal to noise ratio;Quality of service;Uncertainty;Correlation;MISO communication
A. Su; S. Ma; X. Zhao,"State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China",2020,"National Natural Science Foundation of China(grant numbers:U1736214,61972390,U1636102); National Key Technology R&D Program(grant numbers:2019QY0700,2016QY15Z2500,2016YFB0801003); ",Fast;steganography;steganalysis;JPEG,Distortion;Security;Transform coding;Image segmentation;Testing;Mobile handsets;Acceleration
K. Appaiah; D. Pal,"Department of Electrical Engineering, Indian Institute of Technology Bombay, Mumbai, Maharashtra, India; Department of Electrical Engineering, Indian Institute of Technology Bombay, Mumbai, Maharashtra, India",2020,"Visvesvaraya PhD Scheme of Ministry of Electronics & Information Technology, Government of India; ",Digital filters;filtering theory;IIR filters,Interpolation;Delays;Optimization;Complexity theory;Chebyshev approximation;Mathematical model;Filtering theory
K. -L. Lim; X. Jiang; C. Yi,"Rapid-Rich Object Search Lab, School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore, Singapore; Rapid-Rich Object Search Lab, School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore, Singapore; Rapid-Rich Object Search Lab, School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore, Singapore",2020,,,Bayes methods;Gaussian distribution;Optimization;Probabilistic logic;Probability distribution;Random variables;Standards
G. Hua; Y. Xiang; L. Y. Zhang,"School of Electronic Engineering, Wuhan University, Wuhan, China; School of Information Technology, Deakin University, Melbourne Burwood Campus, Burwood, VIC, Australia; School of Information Technology, Deakin University, Melbourne Burwood Campus, Burwood, VIC, Australia",2020,National Natural Science Foundation of China(grant numbers:61802284); Hubei Provincial Natural Science Foundation of China(grant numbers:2018CFB225); ,Histogram;watermarking;desynchronization;imperceptibility;robustness,Watermarking;Robustness;Histograms;Benchmark testing;Distortion;Two dimensional displays;Payloads
Y. Zou; H. Liu,"Department of Electronic and Information Engineering, Shantou University, Shantou, China; School of Electrical Engineering and Computer Science, Oregon State University, Corvallis, OR, USA",2020,STU Scientific Research Foundation for Talents(grant numbers:19036); ,Calibration emitter;clock synchronization bias;sensor position errors;source localization;time-difference-of-arrival (TDOA),Synchronization;Calibration;Maximum likelihood estimation;Covariance matrices;Clocks;Signal processing algorithms;Wireless sensor networks
E. Peixoto,"Department of Electrical Engineering, Universidade de Brasília, Brasília, Brazil",2020,,Point clouds;intra coder;lossless coding;arithmetic coding,Three-dimensional displays;Encoding;Geometry;Image coding;Octrees;Two dimensional displays;Signal processing algorithms
H. Lee; K. Sohn; D. Min,"School of Electrical and Electronic Engineering, Yonsei University, Seoul, South Korea; School of Electrical and Electronic Engineering, Yonsei University, Seoul, South Korea; Chungnam National University, Daejeon, South Korea",2020,Research Fund of Chungnam National University; ,Unsupervised learning;low-light image enhancement;bright channel prior,Lighting;Image enhancement;Brightness;Training data;Unsupervised learning;Supervised learning;Training
Y. Yang; X. Xiao; X. Cai; W. Zhang,"Anhui University, Hefei, China; Anhui University, Hefei, China; Anhui University, Hefei, China; University of Science and Technology of China, Hefei, China",2020,"Natural Science Foundation of China(grant numbers:61502007,61572452); Natural Science Research Project of Anhui province(grant numbers:1608085MF125); ",Reversible data hiding;plaintext encryption;contrast enhancement;security;preserve privacy;medical images,Encryption;Medical diagnostic imaging;Histograms;Data privacy
B. Dulek; C. Ozturk; S. Gezici,"Department of Electrical and Electronics Engineering, Hacettepe University, Beytepe Campus, Ankara, Turkey; Department of Electrical and Electronics Engineering, Bilkent University, Ankara, Turkey; Department of Electrical and Electronics Engineering, Bilkent University, Ankara, Turkey",2020,,Hypothesis testing;optimal tests;convexity;likelihood ratio;randomization,Testing;Pairwise error probability;Error probability;Bayes methods;Optimization;Probability density function
E. Saatci; E. Saatci,"Electrical and Electronics Engineering, Istanbul Kultur University, Istanbul, Turkey; Electrical and Electronics Engineering, Istanbul Kultur University, Istanbul, Turkey",2020,Research Fund of Istanbul Kultur University(grant numbers:IKU-BAP1801); ,Period determination;cyclo-stationary signals;time-varying cyclic autocorrelation;Ramanujan sums,Correlation;Estimation theory;Signal denoising
