Authors,Author Affiliations,Publication Year,Funding Information,Author Keywords,IEEE Terms
Z. Hadzi-Velkov; I. Nikoloska; G. K. Karagiannidis; T. Q. Duong,"Faculty of Electrical Engineering and Information Technologies, Ss. Cyril and Methodius University, Skopje, Macedonia; Faculty of Electrical Engineering and Information Technologies, Ss. Cyril and Methodius University, Skopje, Macedonia; Department of Electrical and Computer Engineering, Aristotle University of Thessaloniki, Thessaloniki, Greece; School of Electronics, Electrical Engineering and Computer Science, Queen's University Belfast, Belfast, U. K.",2016,,Energy harvesting;processing cost;wireless power transfer,Fading;Throughput;Wireless sensor networks;Time division multiple access;Resource management;Wireless communication;Optimization
X. Li; Y. Xu; Q. Lv; Y. Dou,"School of Computer, College of Computer, National University of Defense Technology, Changsha, Hunan, China; College of Aerospace and Material Engineering, National University of Defense Technology, Changsha, Hunan, China; School of Computer, College of Computer, National University of Defense Technology, Changsha, Hunan, China; School of Computer, College of Computer, National University of Defense Technology, Changsha, Hunan, China",2016,"National Natural Science Foundation of China(grant numbers:61125201,61402507,U1435219); ",Affine transformation;face alignment;key points regression (KPR);supervised descent method (SDM),Face;Shape;Training;Robustness;Feature extraction;Accuracy;Linear regression
X. Fu; W. -K. Ma,"Department of Electrical Computer Engineering, University of Minnesota, Minneapolis, MN, United States; Department of Electronic Engineering, The Chinese University of Hong Kong, Hong Kong, NT, Hong Kong",2016,,Matrix factorization;performance analysis;self-dictionary sparse optimization,Optimized production technology;Robustness;Hyperspectral sensors;Performance analysis;Sparse matrices
M. Oszust,"Department of Computer and Control Engineering, Rzeszow University of Technology, Rzeszow, Poland",2016,,Decision fusion;full-reference;genetic algorithm;image quality assessment;optimization,Optimization;Databases;Distortion;Benchmark testing;Genetic algorithms;Distortion measurement
S. -C. Pei; K. -W. Chang,"Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan; Graduate Institute of Communication Engineering, National Taiwan University, Taipei, Taiwan",2016,,2-D discrete Fourier transform;2-D Ramanujan’s sum;eigenvectors;integer matrix,Discrete Fourier transforms;Indexes;Signal processing;Image processing;Fast Fourier transforms;Signal processing algorithms
F. Rosário; F. A. Monteiro; A. Rodrigues,"Instituto de Telecomunicações, and Instituto Superior Técnico, Universidade de Lisboa, Portugal; Instituto de Telecomunicações, ISCTE - Instituto Universitário de Lisboa, Portugal; Instituto de Telecomunicações, and Instituto Superior Técnico, Universidade de Lisboa, Portugal",2016,FCT Foundation for Science and Technology(grant numbers:UID/EEA/50008/2013); ,Massive MIMO;matrix inversion lemma;Neumann series;zero-forcing,MIMO;Complexity theory;Approximation methods;Signal processing algorithms;Channel estimation;Matrix decomposition;Bit error rate
K. -H. Kim; J. -S. No; D. -J. Shin,"Department of Electrical and Computer Engineering, INMC, Seoul National University, Seoul, Korea; Department of Electrical and Computer Engineering, INMC, Seoul National University, Seoul, Korea; Department of Electronic Engineering, Hanyang University, Seoul, Korea",2016,,Cubic metric (CM);fast Fourier transform (FFT);orthogonal frequency division multiplexing (OFDM);oversampling;peak-to-average power ratio (PAPR),Peak to average power ratio;Measurement;Random variables;Long Term Evolution;Correlation;Nonlinear distortion
J. Wang; N. Sang; Z. Wang; C. Gao,"Multi-spectral Information Processing, Huazhong University of Science and Technology, Wuhan, China; Multi-spectral Information Processing, Huazhong University of Science and Technology, Wuhan, China; School of Computer, Wuhan University, Wuhan, China; Multi-spectral Information Processing, Huazhong University of Science and Technology, Wuhan, China",2016,Zhejiang Open Foundation of the Most Important Subjects; National Natural Science Foundation of China(grant numbers:No.61401170); ,Learning to rank;person re-identification;structural learning,Measurement;Learning systems;Probes;Gold;Lighting;Training;Robustness
W. Lian,"Department of Computer Science, Changzhi University, Changzhi, Shanxi, China",2016,,Combinatorial optimization;deterministic annealing;linear assignment problem;path following;point matching,Signal processing algorithms;Linear programming;Optimization;Robustness;Algorithm design and analysis;Complexity theory;Matrix converters
S. Cecchi; L. Romoli; F. Piazza,"Department of Information Engineering, Universitá Politecnica delle Marche, Ancona, Italy; Department of Information Engineering, Universitá Politecnica delle Marche, Ancona, Italy; Department of Information Engineering, Universitá Politecnica delle Marche, Ancona, Italy",2016,,Fundamental frequency estimation;multichannel acoustic echo cancellation;multichannel double-talk detection,Frequency estimation;Decorrelation;Microphones;Echo cancellers;Loudspeakers;Indexes
S. Wang; Y. Zheng; C. Ling,"School of Electronic and Information Engineering, Southwest University, Chongqing, China; School of Electronic and Information Engineering, Southwest University, Chongqing, China; School of Electronic and Information Engineering, Southwest University, Chongqing, China",2016,Fundamental and Frontier Research Project of Chongqing(grant numbers:cstc2014jcyjA40020); Fundamental Research Funds for Central Universities(grant numbers:XDJK2014B001); National Natural Science Foundation of China(grant numbers:61101232); ,Kernel adaptive filters;multiple-delay feedback;recurrent fashion;sparsification,Kernel;Least mean square algorithms;Signal processing algorithms;Convergence;Delays;Accuracy;Feedforward neural networks
K. Zhang; B. Wang; W. Zuo; H. Zhang; L. Zhang,"School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China; School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China; School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China; School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China; Department of Computing, Hong Kong Polytechnic University, Hong Kong",2016,"National Natural Science Foundation of China(grant numbers:61271093,61471146); ",Image super-resolution;joint learning;linear regression;local learning;mixture of experts,Training;Testing;Image resolution;Image reconstruction;Encoding;Signal resolution
L. Li; Z. Chen; D. Zhang; J. Fang,"University of Electronic Science and Technology of China, Chengdu, CN; University of Electronic Science and Technology of China, Chengdu, CN; University of Electronic Science and Technology of China, Chengdu, CN; University of Electronic Science and Technology of China, Chengdu, CN",2016,High Tech Research and Development 863 Program of China(grant numbers:2015AA01A707); National Natural Science Foundation of China(grant numbers:61571089); ,Cooperative communications;full-duplex;physical-layer security;secrecy capacity,Jamming;Resource management;Niobium;Transmitting antennas;MIMO;Receivers
W. Zhang; S. A. Vorobyov,"Department of Signal Processing and Acoustics, Aalto University, Espoo, Finland; Department of Signal Processing and Acoustics, Aalto University, Espoo, Finland",2016,,Duality;Gaussian and arbitrary distributed mismatches;MIMO radar;probability-constrained optimization,Robustness;Array signal processing;MIMO radar;Arrays;Optimized production technology;MIMO
C. Li; H. J. Yang; F. Sun; J. M. Cioffi; L. Yang,"School of Information Science and Engineering, Southeast University, Nanjing, China; School of ECE, UNIST, South Korea; QualcommAtheros, San Jose, CA, USA; Department of EE, Stanford University, CA, USA; School of Information Science and Engineering, Southeast University, Nanjing, China",2016,NRF(grant numbers:2014R1A1A1008213); IITP(grant numbers:R0101-15-244); ,Adaptive overhearing;amplify-and-forward (AF);asymmetric two-way relay channel;multi-antenna relay;multi-user two-way relay,Relays;Interference;Signal to noise ratio;Optimization;Receivers;Adaptive systems;Antennas
Z. Zhang; W. Liu; W. Leng; A. Wang; H. Shi,"School of Electronic Information Engineering, Tianjin University, Tianjin, P. R. China; Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield, UK; School of Electronic Information Engineering, Tianjin University, Tianjin, P. R. China; School of Electronic Information Engineering, Tianjin University, Tianjin, P. R. China; School of Electronic Information Engineering, Tianjin University, Tianjin, P. R. China",2016,State Key Laboratory of Millimeter Waves(grant numbers:K201314); ,Covariance matrix reconstruction;matrix taper;robust beamforming;spatial power spectrum sampling,Covariance matrices;Array signal processing;Arrays;Robustness;Image reconstruction;Approximation methods;Spectral analysis
G. Bordel; M. Penagarikano; L. J. Rodríguez-Fuentes; A. Álvarez; A. Varona,"Department of Electricity and Electronics, University of the Basque Country, UPV/EHU, Leioa, Spain; Department of Electricity and Electronics, University of the Basque Country, UPV/EHU, Leioa, Spain; Department of Electricity and Electronics, University of the Basque Country, UPV/EHU, Leioa, Spain; Human Speech and Language Technologies, Vicomtech-IK4, San Sebastián, Spain; Department of Electricity and Electronics, University of the Basque Country, UPV/EHU, Leioa, Spain",2016,,Long audio tracks;probabilistic kernel;text-to-speech alignment,Speech;Kernel;Decoding;Probabilistic logic;Videos;Acoustics;Databases
Y. Qiu; Z. Qian; L. Yu,"College of information science & engineering, Huaqiao University, Xiamen, China; School of Computer and Software, Nanjing University of Information Science & Technology, Nanjing, China; Research Academy of Academy of Digital Media, Fuzhou University, Fuzhou, China",2016,"Shanghai Rising-Star Program(grant numbers:14QA1401900); Natural Science Foundation of Fujian Province of China(grant numbers:2014J01242); National Natural Science Foundation of China(grant numbers:61302094,61572308); ",Information hiding;integer transformation;reversible data hiding,Reversible data hiding;Distortion;Data mining;Algorithm design and analysis;Signal processing algorithms;Electronic mail
P. A. Kelly; S. Kibria,"Department of Electrical and Computer Engineering, University of Massachusetts, Amherst, MA, USA; Department of Electrical Engineering and Computer Science, Oregon State University, Corvallis, OR, USA",2016,Newlans Inc.; ,Eigenvalues and eigenfunctions;Fourier series;LTI systems,Eigenvalues and eigenfunctions;Approximation methods;Linear systems;Frequency response;Discrete Fourier transforms;Fourier series;Radar
H. Zhang; L. Yu; G. -S. Xia,"School of Electronic Information, Wuhan University, China; School of Electronic Information, Wuhan University, China; State Key Lab. LIESMARS, Wuhan University, China",2016,National Natural Science Foundation of China(grant numbers:61501335); ,Filtering;sinusoidal signals;sinusoidal time-frequency distribution,Frequency modulation;Signal processing algorithms;Time-frequency analysis;Frequency estimation;Algorithm design and analysis;Kernel;Filtering
J. Yin; Q. Wan; S. Yang; K. C. Ho,"School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, Sichuan, China; School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, Sichuan, China; School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, Sichuan, China; Electrical and Computer Engineering Department, University of Missouri, Columbia, MO, USA",2016,,Closed-form solution;Cramér-Rao bound (CRB);hybrid measurements;passive source localization,Three-dimensional displays;Sea measurements;Position measurement;Closed-form solutions;Cramer-Rao bounds;Maximum likelihood estimation;Azimuth
A. Adler,"Ministry of Communications, Tel-Aviv, Israel",2016,,Denoising;Gauss-Markov theorem;inpainting;matching pursuit;sparse coding,Matching pursuit algorithms;Signal processing algorithms;Encoding;Radiation detectors;Approximation methods;Approximation algorithms
I. Rida; X. Jiang; G. L. Marcialis,"LITIS EA 4108, INSA Rouen, Saint Etienne Du Rouvray, France; School of Electrical and Electronics Engineering, Nanyang Technological University, Singapore; Department of Electrical and Electronic Engineering (DIEE), University of Cagliari, Cagliari, Italy",2016,Risk Credit chain et Supply chain Management RCSM(grant numbers:FUI AAP15); ,Entropy;gait recognition;group lasso,Computational modeling;Gait recognition;Training;Feature extraction;Testing
C. Zheng; C. Hofmann; X. Li; W. Kellermann,"Chinese Academy of Science, Beijing, Institute of Acoustics, Beijing, China; Chair of Multimedia Communications and Signal Processing, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany; Chinese Academy of Science, Beijing, Institute of Acoustics, Beijing, China; Chair of Multimedia Communications and Signal Processing, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany",2016,,Additional stable gain;feedback;statistical room acoustics,Acoustics;Stability criteria;Transfer functions;Microphones;Loudspeakers;Frequency control
J. -F. Determe; J. Louveaux; L. Jacques; F. Horlin,"OPERA Wireless Communications Group, Université Libre de Bruxelles, Brussels, Belgium; ICTEAM departement, Université Catholique de Louvain, Louvain-la-Neuve, Belgium; ICTEAM departement, Université Catholique de Louvain, Louvain-la-Neuve, Belgium; OPERA Wireless Communications Group, Université Libre de Bruxelles, Brussels, Belgium",2016,Fonds pour la Formation a la Recherche dans l Industrie et dans l Agriculture; ,Compressed sensing;exact recovery condition;restricted isometry constant;restricted isometry property;restricted orthogonality constant;simultaneous orthogonal matching pursuit,Matching pursuit algorithms;Atomic measurements;Signal processing algorithms;Signal processing;Compressed sensing;Mathematical model
P. Korus; J. Huang,"Department of Telecommunications, AGH University of Science and Technology, Kraków, Poland; College of Information Engineering, Shenzhen University, Shenzhen, China",2016,"Shenzhen RD Program(grant numbers:GJHZ20140418191518323); National Natural Science Foundation of China(grant numbers:61332012,U1135001); ",Digital image forensics;first-digit features;JPEG splicing;maximal entropy random walk;tampering localization;visual saliency,Forensics;Visualization;Entropy;Detectors;Digital images;Splicing;Organizations
J. Perez-Ramirez; D. K. Borah,"Intel Labs, Hillsboro, OR, USA; Department of Electrical and Computer Engineering, MSC 3-0, New Mexico State University, Las Cruces, NM, USA",2016,National Science Foundation(grant numbers:ECCS-1202001); ,Compressive sensing;parameter estimation;visible light communication,Cameras;Light emitting diodes;Arrays;Transmitters;Correlation;Hardware;Parameter estimation
E. Makalic; D. F. Schmidt,"Centre of Epidemiology and Biostatistics, Melbourne School of Population and Global Health, The University of Melbourne, VIC, Australia; Centre of Epidemiology and Biostatistics, Melbourne School of Population and Global Health, The University of Melbourne, VIC, Australia",2016,,Bayesian regression;horseshoe estimator;Markov chain Monte Carlo sampling,Bayes methods;Logistics;Mathematical model;Linear regression;Computational modeling;Signal processing algorithms;Data models
H. Zayyani; M. Korki; F. Marvasti,"Department of Electrical and Computer Engineering, Qom University of Technology, Qom, Iran; Department of Telecommunications, Electrical, Robotics and Biomedical Engineering, Swinburne University of Technology, Hawthorn, Australia; Department of Electrical Engineering, Sharif University of Technology, Tehran, Iran",2016,Iran National elite; ,Compressed sensing;dictionary learning;one bit measurements;steepest-descent,Signal processing algorithms;Compressed sensing;Sparse matrices;Biomedical measurement;Noise measurement
T. Tirer; A. J. Weiss,"School of Electrical Engineering, Tel Aviv University, Tel Aviv, Israel; School of Electrical Engineering, Tel Aviv University, Tel Aviv, Israel",2016,"Israel Science Foundation(grant numbers:503/15,965/15); ",Array processing;direct position determination;emitter localization;maximum likelihood;minimum variance distortionless response (MVDR);multiple signal classification (MUSIC),Direct position determination;Maximum likelihood estimation;Transmitters;Signal resolution;Signal to noise ratio;Multiple signal classification 
W. Tang; B. Li; W. Luo; J. Huang,"School of Information Science and Technology, Sun Yat-sen University, Guangzhou, China; College of Information Engineering, Shenzhen University, Shenzhen, China; School of Software, Sun Yat-sen University, Guangzhou, China; College of Information Engineering, Shenzhen University, Shenzhen, China",2016,"Natural Science Foundation of China(grant numbers:61572329,61402295,61332012,U1135001); NSF(grant numbers:2014A030313557); Shenzhen R and D Program(grant numbers:GJHZ20140418191518323); ",Color channel correlation;modification direction;steganalysis;steganography,Image color analysis;Correlation;Color;Security;Customer relationship management;Gray-scale;Feature extraction
D. Erro,"IKERBASQUE, Bilbao, Spain",2016,Spanish Ministry of Economy and Competitiveness(grant numbers:TEC2012-38939-C03-03); ,Cepstral coefficients;postfiltering;speech enhancement;statistical parametric speech synthesis,Cepstral analysis;Speech;Speech enhancement;Cutoff frequency;Speech synthesis;Speech coding
Z. Khalid; S. Durrani; R. A. Kennedy; Y. Wiaux; J. D. McEwen,"School of Science and Engineering, Lahore University of Management Sciences, Lahore, Pakistan; College of Engineering and Computer Science, Australian National University, Canberra, ACT, Australia; College of Engineering and Computer Science, Australian National University, Canberra, ACT, Australia; Institute of Sensors, Signals & Systems, Heriot-Watt University, Edinburgh, UK; University College London, Mullard Space Science Laboratory, London, Surrey, United Kingdom",2016,Australian Research Councils(grant numbers:DP150101011); Engineering and Physical Sciences Research Council(grant numbers:EP/M011852/1); ,Band-limited signals;SO(3);Fourier transform;rotation group;sampling,Signal processing algorithms;Complexity theory;Fourier transforms;Algorithm design and analysis;Accuracy;Harmonic analysis;Polynomials
H. Ravi; A. V. Subramanyam; S. Emmanuel,"Electronics and Communications Engineering department, Indraprastha Institute of Information Technology, Delhi, India; Electronics and Communications Engineering department, Indraprastha Institute of Information Technology, Delhi, India; Computer Science department, Kuwait University, Kuwait",2016,Department of Electronics and Information Technology Ministry of Communications and Information Technology(grant numbers:12(4)/2014-ESD); ,Anti-forensics;contrast enhancement;convex optimization;second order statistics,Histograms;Detectors;Signal processing algorithms;TV;Forensics;Optimization;Contrast enhancement;Second order statistics
R. Zhu; F. Yang; J. Yang,"Key Laboratory of Noise and Vibration Research, Institute of Acoustics, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Noise and Vibration Research, Institute of Acoustics, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Noise and Vibration Research, Institute of Acoustics, Chinese Academy of Sciences, Beijing, China",2016,National Natural Science Foundation of China(grant numbers:Grant 61501449); Strategic Priority Research Program of the Chinese Academy of Sciences(grant numbers:Grant XDA06040501); ,Adaptive notch filter;asymptotic bias;exponentially weighted recursive least square;frequency tracking,Signal processing algorithms;Convergence;Algorithm design and analysis;Frequency estimation;Cost function;Least squares approximations;Lattices
A. Pratondo; C. -K. Chui; S. -H. Ong,"Department of Information Systems, Telkom University, Bandung, Indonesia; Department of Mechanical Engineering, National University of Singapore, Singapore; Department of Electrical and Computer Engineering, National University of Singapore, Singapore",2016,A STAR Singapore China Joint Research Program(grant numbers:12105009; WBS: R265-000-467-305); ,Edge-based active contour;edge-stop function;gradient information;image segmentation;probability score,Image edge detection;Image segmentation;Active contours;Level set;Support vector machines;Signal processing algorithms;Biomedical imaging
M. Boloursaz Mashhadi; E. Asadi; M. Eskandari; S. Kiani; F. Marvasti,"EE Department, Sharitf University of Technology (SUT), Tehran, China; EE Department, Sharitf University of Technology (SUT), Tehran, China; EE Department, Sharitf University of Technology (SUT), Tehran, China; EE Department, Sharitf University of Technology (SUT), Tehran, China; EE Department, Sharitf University of Technology (SUT), Tehran, China",2016,,Adaptive motion artifact cancellation;causal heart rate monitoring;iterative method with adaptive thresholding (IMAT);photoplethysmograph (PPG);singular value decomposition (SVD);sparse spectrum estimation,Acceleration;Adaptive filters;Signal processing algorithms;Algorithm design and analysis;Spectral analysis;Heart rate;Time-frequency analysis
X. Wu; Q. Han; X. Niu,"School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China; School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China; School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China",2016,"Fundamental Research Funds for the Central Universities(grant numbers:HIT. KISTP. 201416,HIT. KISTP. 201414); National Natural Science Foundation of China(grant numbers:61471141,61301099,61361166006); ",Digital evidence;digital forensics;fragmented file reassembly;quality assessment;self-information,Quality assessment;Indexes;Image reconstruction;Distance measurement;Digital images;Digital forensics;Ash
Y. Luo; G. Bao; Y. Xu; Z. Ye,"National Engineering Laboratory for Speech and Language Information Processing, Hefei, Anhui, China; National Engineering Laboratory for Speech and Language Information Processing, Hefei, Anhui, China; National Engineering Laboratory for Speech and Language Information Processing, Hefei, Anhui, China; National Engineering Laboratory for Speech and Language Information Processing, Hefei, Anhui, China",2016,,Gini index;joint dictionary learning;joint sparse representation;monaural speech enhancement,Speech enhancement;Sparse representation;Speech coding;Sparse matrices
W. Hu; G. Cheung; M. Kazui,"Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong, China; National Institute of Informatics, Tokyo, Chiyoda-ku, Japan; Samsung R & D Institute Japan, Yokohama, Tsurumi-ku, Japan",2016,,Graph signal processing;image coding,Quantization (signal);Image edge detection;Image coding;Decoding;Discrete cosine transforms
H. Shen; W. Xu; C. Zhao,"National Mobile Communications Research Laboratory, Southeast University, Nanjing, China; National Mobile Communications Research Laboratory, Southeast University, Nanjing, China; National Mobile Communications Research Laboratory, Southeast University, Nanjing, China",2016,"Research Fund of National Mobile Communications Research Laboratory Southeast University(grant numbers:2015B02); Natural Science Foundation of Jiangsu Province(grant numbers:BK20150635); National Natural Science Foundation of China(grant numbers:61223001,61461136003,61471114,61501110); National Basic Research Program of China 973 Program(grant numbers:2013CB329204); ",Amplify-and-forward (AF) multiple-input multiple-output (MIMO) relaying;semi-closed form;source-destination link,MIMO;Relays;Signal to noise ratio;Optimization;Transceivers;Signal processing algorithms;Algorithm design and analysis
T. Drugman; Y. Stylianou; Y. Kida; M. Akamine,"Toshiba Cambridge Research Laboratory, Cambridge, UK; Toshiba Cambridge Research Laboratory, Cambridge, UK; Toshiba Cambridge Research Laboratory, Cambridge, UK; Toshiba Cambridge Research Laboratory, Cambridge, UK",2016,,Excitation;information fusion;periodicity;voice activity detection,Speech;Robustness;Hidden Markov models;Speech processing;Training;Mel frequency cepstral coefficient;Noise measurement
J. Xiang; N. Sang; J. Hou; R. Huang; C. Gao,"National Key Laboratory of Science and Technology on Multispectral Information Processing, School of Automation, Huazhong University of Science and Technology, Wuhan, China; National Key Laboratory of Science and Technology on Multispectral Information Processing, School of Automation, Huazhong University of Science and Technology, Wuhan, China; Hubei Key Laboratory of Intelligent Wireless Communications, South-central University for nationalities, Wuhan, China; National Key Laboratory of Science and Technology on Multispectral Information Processing, School of Automation, Huazhong University of Science and Technology, Wuhan, China; National Key Laboratory of Science and Technology on Multispectral Information Processing, School of Automation, Huazhong University of Science and Technology, Wuhan, China",2016,"National Natural Science Foundation of China(grant numbers:61271328); Fundamental Research Funds for the Central Universities, South-Central University for Nationalities(grant numbers:CZW14057,CZW15013); ",multi-target tracking;detection based association;Hough forest;Detection based association;Hough forest;multi-target tracking;mutual occlusion reasoning,Target tracking;Reliability;Trajectory;Cognition;Feature extraction;Hafnium
K. X. Nguyen; Y. Rong; S. Nordholm,"Department of Electrical and Computer Engineering, Curtin University of Technology, Bentley, WA, Australia; Department of Electrical and Computer Engineering, Curtin University of Technology, Bentley, WA, Australia; Department of Electrical and Computer Engineering, Curtin University of Technology, Bentley, WA, Australia",2016,"Australian Research Council’s Discovery(grant numbers:DP110100736,DP140102131); ",Interference channel;MIMO relay;MMSE,Relays;MIMO;Covariance matrices;Algorithm design and analysis;Interference;Receivers;Transceivers
M. Fauß; A. M. Zoubir,"Signal Processing Group, Institute for Telecommunications, Department of Electrical Engineering and Information Technology, Technische Universität Darmstadt, Darmstadt, Germany; Signal Processing Group, Institute for Telecommunications, Department of Electrical Engineering and Information Technology, Technische Universität Darmstadt, Darmstadt, Germany",2016,,CSMA;collision avoidance;minimum delay;sensor networks;low complexity;low latency;Collision avoidance;CSMA;low complexity;low latency;minimum delay;sensor networks,Delays;Multiaccess communication;Sensors;Standards;Collision avoidance;Complexity theory;Media Access Protocol
